School Year,Division Number,Division Name,School Number,School Name,Total Count
2021-2022,75,Prince William County ,440,R. Dean Kilby Elementary,              91
2021-2022,75,Prince William County ,591,Rippon Middle,             144
2021-2022,75,Prince William County ,750,River Oaks Elementary,              61
2021-2022,75,Prince William County ,40,Rockledge Elementary,              55
2021-2022,75,Prince William County ,310,Ronald Wilson Reagan Middle,             144
2021-2022,75,Prince William County ,941,Rosa Parks Elementary,              83
2021-2022,75,Prince William County ,360,Samuel L. Gravely Jr. Elementary,             107
2021-2022,75,Prince William County ,730,Sharon C. McAuliffe Elementary,              62
2021-2022,75,Prince William County ,500,Signal Hill Elementary,             131
2021-2022,75,Prince William County ,850,Sonnie Penn Elementary,             103
2021-2022,75,Prince William County ,320,Springwoods Elementary,              84
2021-2022,75,Prince William County ,780,Stuart M. Beville Middle,             166
2021-2022,75,Prince William County ,20,Sudley Elementary,              82
2021-2022,75,Prince William County ,270,Suella G. Ellis Elementary,              70
2021-2022,75,Prince William County ,890,Swans Creek Elementary,              61
2021-2022,75,Prince William County ,470,T. Clay Wood Elementary,             104
2021-2022,75,Prince William County ,150,The Nokesville School,             151
2021-2022,75,Prince William County ,790,Thurgood Marshall Elementary,              67
2021-2022,75,Prince William County ,430,Triangle Elementary,              94
2021-2022,75,Prince William County ,480,Unity Braxton Middle ,             155
2021-2022,75,Prince William County ,680,Unity Reed High,             402
2021-2022,75,Prince William County ,390,Victory Elementary,             110
2021-2022,75,Prince William County ,540,West Gate Elementary,             103
2021-2022,75,Prince William County ,740,Westridge Elementary,              64
2021-2022,75,Prince William County ,190,Woodbine Pre-School Center,              64
2021-2022,75,Prince William County ,60,Woodbridge High,             316
2021-2022,75,Prince William County ,560,Woodbridge Middle,             117
2021-2022,75,Prince William County ,350,Yorkshire Elementary,              86
2021-2022,77,Pulaski County ,20,Critzer Elementary,              68
2021-2022,77,Pulaski County ,540,Dublin Elementary,              59
2021-2022,77,Pulaski County ,560,Pulaski County Middle,             136
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,             190
2021-2022,77,Pulaski County ,230,Pulaski Elementary ,              79
2021-2022,77,Pulaski County ,500,Riverlawn Elementary,              47
2021-2022,77,Pulaski County ,430,Snowville Elementary,              29
2021-2022,122,Radford City ,10,Belle Heth Elementary,             115
2021-2022,122,Radford City ,42,John N. Dalton Intermediate,              47
2021-2022,122,Radford City ,20,McHarg Elementary,              62
2021-2022,122,Radford City ,41,Radford High,              72
2021-2022,78,Rappahannock County ,240,Rappahannock County Elementary,              67
2021-2022,78,Rappahannock County ,230,Rappahannock County High,              44
2021-2022,123,Richmond City ,30,Albert Hill Middle,              85
2021-2022,123,Richmond City ,750,Amelia Street Special Education,              21
2021-2022,123,Richmond City ,850,Armstrong High ,             210
2021-2022,123,Richmond City ,390,Barack Obama Elementary,              27
2021-2022,123,Richmond City ,100,Bellevue Elementary,              23
2021-2022,123,Richmond City ,50,Binford Middle,              70
2021-2022,123,Richmond City ,170,Blackwell Elementary,              36
2021-2022,123,Richmond City ,1100,Broad Rock Elementary,              58
2021-2022,123,Richmond City ,1440,Cardinal Elementary,              47
2021-2022,123,Richmond City ,830,Chimborazo Elementary,              40
2021-2022,123,Richmond City ,1400,Elizabeth D. Redd Elementary,              30
2021-2022,123,Richmond City ,710,Fairfield Court Elementary,              30
2021-2022,123,Richmond City ,621,Franklin Military Academy,              12
2021-2022,123,Richmond City ,1470,G.H. Reid Elementary,              57
2021-2022,123,Richmond City ,311,George W. Carver Elementary,              42
2021-2022,123,Richmond City ,741,George Wythe High,             216
2021-2022,123,Richmond City ,230,Ginter Park Elementary,              37
2021-2022,123,Richmond City ,470,Henderson Middle,              91
2021-2022,123,Richmond City ,290,Henry Marsh III Elementary,              57
2021-2022,123,Richmond City ,1510,Huguenot High,             179
2021-2022,123,Richmond City ,1640,J.B. Fisher Elementary,              36
2021-2022,123,Richmond City ,1710,J.L. Francis Elementary,              51
2021-2022,123,Richmond City ,600,John B. Cary Elementary,              25
2021-2022,123,Richmond City ,730,John Marshall High,             130
2021-2022,123,Richmond City ,3106,Linwood Holton Elementary,              79
2021-2022,123,Richmond City ,3105,Lucille M. Brown Middle,              97
2021-2022,123,Richmond City ,771,Martin Luther King Jr. Early Learning Center,<
2021-2022,123,Richmond City ,770,Martin Luther King Jr. Middle ,             120
2021-2022,123,Richmond City ,580,Mary Munford Elementary,              51
2021-2022,123,Richmond City ,690,Maymont Pre-K Center,              83
2021-2022,123,Richmond City ,3107,Miles Jones Elementary,              75
2021-2022,123,Richmond City ,330,Oak Grove/Bellemeade Elementary,              67
2021-2022,123,Richmond City ,90,Open High,<
2021-2022,123,Richmond City ,130,Overby-Sheppard Elementary,              46
2021-2022,123,Richmond City ,3119,Patrick Henry School Of Science And Arts,              37
2021-2022,123,Richmond City ,3110,Richmond Alternative,              64
2021-2022,123,Richmond City ,3200,Richmond Career Education and Employment Charter School,              27
2021-2022,123,Richmond City ,1631,River City Middle,             192
2021-2022,123,Richmond City ,1480,Southampton Elementary,              54
2021-2022,123,Richmond City ,511,Summer Hill Preschool Center,              12
2021-2022,123,Richmond City ,210,Swansboro Elementary,              18
2021-2022,123,Richmond City ,480,Thomas C. Boushall Middle,              96
2021-2022,123,Richmond City ,20,Thomas Jefferson High,             151
2021-2022,123,Richmond City ,660,Westover Hills Elementary,              42
2021-2022,123,Richmond City ,200,William Fox Elementary,              41
2021-2022,123,Richmond City ,650,Woodville Elementary,              27
2021-2022,79,Richmond County ,210,Rappahannock High,              61
2021-2022,79,Richmond County ,20,Richmond County Elementary,             107
2021-2022,124,Roanoke City ,280,Addison Aerospace Magnet Middle,             135
2021-2022,124,Roanoke City ,210,Breckinridge Middle,             100
2021-2022,124,Roanoke City ,20,Crystal Spring Elementary,              51
2021-2022,124,Roanoke City ,410,Fairview Elementary,              67
2021-2022,124,Roanoke City ,50,Fallon Park Elementary,              94
2021-2022,124,Roanoke City ,380,Fishburn Park Elementary,              58
2021-2022,124,Roanoke City ,300,Garden City Elementary,              75
2021-2022,124,Roanoke City ,310,Grandin Court Elementary,              36
2021-2022,124,Roanoke City ,110,Highland Park Elementary,              41
2021-2022,124,Roanoke City ,420,Hurt Park Elementary,              47
2021-2022,124,Roanoke City ,450,James Madison Middle,             109
2021-2022,124,Roanoke City ,230,John P. Fishwick Middle,              73
2021-2022,124,Roanoke City ,340,Lincoln Terrace Elementary,              43
2021-2022,124,Roanoke City ,370,Monterey Elementary,              65
2021-2022,124,Roanoke City ,60,Morningside Elementary,              41
2021-2022,124,Roanoke City ,390,Patrick Henry High,             339
2021-2022,124,Roanoke City ,240,Preston Park Elementary,              66
2021-2022,124,Roanoke City ,220,Roanoke Academy For Mathematics & Science Elementary,             129
2021-2022,124,Roanoke City ,320,Round Hill Elementary,              95
2021-2022,124,Roanoke City ,70,Virginia Heights Elementary,              38
2021-2022,124,Roanoke City ,90,Wasena Elementary,              36
2021-2022,124,Roanoke City ,350,Westside Elementary,             117
2021-2022,124,Roanoke City ,400,William Fleming High,             281
2021-2022,124,Roanoke City ,150,Woodrow Wilson Middle,             120
2021-2022,80,Roanoke County ,420,Back Creek Elementary,              59
2021-2022,80,Roanoke County ,752,Bonsack Elementary,              49
2021-2022,80,Roanoke County ,180,Burlington Elementary,              77
2021-2022,80,Roanoke County ,560,Cave Spring Elementary,              75
2021-2022,80,Roanoke County ,470,Cave Spring High,             138
2021-2022,80,Roanoke County ,620,Cave Spring Middle,             122
2021-2022,80,Roanoke County ,330,Clearbrook Elementary,              72
2021-2022,80,Roanoke County ,40,Fort Lewis Elementary,              58
2021-2022,80,Roanoke County ,650,Glen Cove Elementary,              65
2021-2022,80,Roanoke County ,490,Glenvar Elementary,              72
2021-2022,80,Roanoke County ,610,Glenvar High,             112
2021-2022,80,Roanoke County ,751,Glenvar Middle,              90
2021-2022,80,Roanoke County ,600,Green Valley Elementary,              81
2021-2022,80,Roanoke County ,540,Herman L. Horn Elementary,              87
2021-2022,80,Roanoke County ,754,Hidden Valley High,              89
2021-2022,80,Roanoke County ,10,Hidden Valley Middle,              73
2021-2022,80,Roanoke County ,530,Mason's Cove Elementary,              68
2021-2022,80,Roanoke County ,290,Mount Pleasant Elementary,              52
2021-2022,80,Roanoke County ,500,Mountain View Elementary,              55
2021-2022,80,Roanoke County ,520,Northside High,             136
2021-2022,80,Roanoke County ,640,Northside Middle,             116
2021-2022,80,Roanoke County ,480,Oak Grove Elementary,              58
2021-2022,80,Roanoke County ,50,Penn Forest Elementary,              71
2021-2022,80,Roanoke County ,60,W.E. Cundiff Elementary,              99
2021-2022,80,Roanoke County ,630,William Byrd High,             168
2021-2022,80,Roanoke County ,232,William Byrd Middle,             143
2021-2022,81,Rockbridge County ,650,Central Elementary,              84
2021-2022,81,Rockbridge County ,150,Fairfield Elementary,              35
2021-2022,81,Rockbridge County ,678,Maury River Middle,              90
2021-2022,81,Rockbridge County ,340,Mountain View Elementary,              29
2021-2022,81,Rockbridge County ,641,Natural Bridge Elementary,              36
2021-2022,81,Rockbridge County ,22,Rockbridge County High,             113
2021-2022,82,Rockingham County ,870,Broadway High,             103
2021-2022,82,Rockingham County ,861,Cub Run Elementary,              48
2021-2022,82,Rockingham County ,391,East Rockingham High,              91
2021-2022,82,Rockingham County ,400,Elkton Elementary,              40
2021-2022,82,Rockingham County ,900,Elkton Middle,              75
2021-2022,82,Rockingham County ,940,Fulks Run Elementary,              11
2021-2022,82,Rockingham County ,960,J. Frank Hillyard Middle,              79
2021-2022,82,Rockingham County ,1071,John C. Myers Elementary,              57
2021-2022,82,Rockingham County ,970,John W. Wayland Elementary,              62
2021-2022,82,Rockingham County ,500,Lacey Spring Elementary,              43
2021-2022,82,Rockingham County ,360,Linville-Edom Elementary,              14
2021-2022,82,Rockingham County ,600,McGaheysville Elementary,              28
2021-2022,82,Rockingham County ,860,Montevideo Middle,              45
2021-2022,82,Rockingham County ,520,Mountain View Elementary,              38
2021-2022,82,Rockingham County ,920,Ottobine Elementary,              17
2021-2022,82,Rockingham County ,1073,Peak View Elementary,              51
2021-2022,82,Rockingham County ,10,Plains Elementary,              43
2021-2022,82,Rockingham County ,950,Pleasant Valley Elementary,              22
2021-2022,82,Rockingham County ,390,River Bend Elementary,              69
2021-2022,82,Rockingham County ,830,South River Elementary,              32
2021-2022,82,Rockingham County ,20,Spotswood High,              96
2021-2022,82,Rockingham County ,850,Turner Ashby High,              97
2021-2022,82,Rockingham County ,890,Wilbur S. Pence Middle,              55
2021-2022,83,Russell County ,580,Belfast Elementary,              15
2021-2022,83,Russell County ,792,Castlewood Elementary,              46
2021-2022,83,Russell County ,791,Castlewood High,              49
2021-2022,83,Russell County ,820,Copper Creek Elementary,<
2021-2022,83,Russell County ,890,Honaker Elementary,              78
2021-2022,83,Russell County ,540,Honaker High,              63
2021-2022,83,Russell County ,410,Lebanon Elementary,              52
2021-2022,83,Russell County ,140,Lebanon High,              77
2021-2022,83,Russell County ,902,Lebanon Middle,              41
2021-2022,83,Russell County ,390,Lebanon Primary,              40
2021-2022,83,Russell County ,710,Swords Creek Elementary,<
2021-2022,139,Salem City ,100,Andrew Lewis Middle,             139
2021-2022,139,Salem City ,550,East Salem Elementary,              99
2021-2022,139,Salem City ,90,G.W. Carver Elementary,              82
2021-2022,139,Salem City ,70,Salem High,             173
2021-2022,139,Salem City ,580,South Salem Elementary,              68
2021-2022,139,Salem City ,460,West Salem Elementary,              62
2021-2022,84,Scott County ,750,Duffield-Pattonsville Primary,              65
2021-2022,84,Scott County ,42,Dungannon Intermediate,              15
2021-2022,84,Scott County ,102,Fort Blackmore Primary,              19
2021-2022,84,Scott County ,770,Gate City High,              83
2021-2022,84,Scott County ,771,Gate City Middle,              53
2021-2022,84,Scott County ,670,Hilton Elementary,              34
2021-2022,84,Scott County ,220,Nickelsville Elementary,              45
2021-2022,84,Scott County ,260,Rye Cove High,              44
2021-2022,84,Scott County ,20,Rye Cove Intermediate,              39
2021-2022,84,Scott County ,641,Shoemaker Elementary,             151
2021-2022,84,Scott County ,780,Twin Springs High,              47
2021-2022,84,Scott County ,740,Weber City Elementary,              55
2021-2022,84,Scott County ,790,Yuma Elementary,              38
2021-2022,85,Shenandoah County ,780,Central High,             118
2021-2022,85,Shenandoah County ,820,Honey Run Elementary,              98
2021-2022,85,Shenandoah County ,790,Mountain View High,              94
2021-2022,85,Shenandoah County ,40,North Fork Middle,              49
2021-2022,85,Shenandoah County ,30,Peter Muhlenberg Middle,              85
2021-2022,85,Shenandoah County ,810,Sandy Hook Elementary,             111
2021-2022,85,Shenandoah County ,50,Signal Knob Middle,              59
2021-2022,85,Shenandoah County ,770,Strasburg High,              74
2021-2022,85,Shenandoah County ,20,W.W. Robinson Elementary,             157
2021-2022,86,Smyth County ,290,Atkins Elementary,              43
2021-2022,86,Smyth County ,730,Chilhowie Elementary,              88
2021-2022,86,Smyth County ,460,Chilhowie High,              42
2021-2022,86,Smyth County ,851,Chilhowie Middle,              37
2021-2022,86,Smyth County ,710,Marion Elementary,              49
2021-2022,86,Smyth County ,680,Marion Middle,              73
2021-2022,86,Smyth County ,700,Marion Senior High,             104
2021-2022,86,Smyth County ,250,Northwood High,              42
2021-2022,86,Smyth County ,120,Northwood Middle,              27
2021-2022,86,Smyth County ,690,Oak Point Elementary,              93
2021-2022,86,Smyth County ,720,Rich Valley Elementary,              21
2021-2022,86,Smyth County ,740,Saltville Elementary,              35
2021-2022,86,Smyth County ,555,Sugar Grove Elementary,              20
2021-2022,87,Southampton County ,710,Capron Elementary,              16
2021-2022,87,Southampton County ,20,Meherrin Elementary,              35
2021-2022,87,Southampton County ,10,Nottoway Elementary,              25
2021-2022,87,Southampton County ,780,Riverdale Elementary,              59
2021-2022,87,Southampton County ,690,Southampton High,              99
2021-2022,87,Southampton County ,700,Southampton Middle,              88
2021-2022,88,Spotsylvania County ,10,Battlefield Elementary,              90
2021-2022,88,Spotsylvania County ,50,Battlefield Middle,             117
2021-2022,88,Spotsylvania County ,340,Berkeley Elementary,              70
2021-2022,88,Spotsylvania County ,400,Brock Road Elementary,             106
2021-2022,88,Spotsylvania County ,511,Cedar Forest Elementary,             110
2021-2022,88,Spotsylvania County ,40,Chancellor Elementary,              68
2021-2022,88,Spotsylvania County ,381,Chancellor High,             196
2021-2022,88,Spotsylvania County ,382,Chancellor Middle,             112
2021-2022,88,Spotsylvania County ,501,Courthouse Road Elementary,             132
2021-2022,88,Spotsylvania County ,22,Courtland Elementary,             116
2021-2022,88,Spotsylvania County ,20,Courtland High,             186
2021-2022,88,Spotsylvania County ,509,Freedom Middle,             145
2021-2022,88,Spotsylvania County ,507,Harrison Road Elementary,              94
2021-2022,88,Spotsylvania County ,30,Lee Hill Elementary,              85
2021-2022,88,Spotsylvania County ,350,Livingston Elementary,              49
2021-2022,88,Spotsylvania County ,506,Massaponax High,             238
2021-2022,88,Spotsylvania County ,505,Ni River Middle,             116
2021-2022,88,Spotsylvania County ,508,Parkside Elementary,             149
2021-2022,88,Spotsylvania County ,220,Post Oak Middle,              97
2021-2022,88,Spotsylvania County ,510,Riverbend High ,             243
2021-2022,88,Spotsylvania County ,503,Riverview Elementary,             132
2021-2022,88,Spotsylvania County ,60,Salem Elementary,              93
2021-2022,88,Spotsylvania County ,390,Smith Station Elementary,             123
2021-2022,88,Spotsylvania County ,360,Spotswood Elementary,              58
2021-2022,88,Spotsylvania County ,130,Spotsylvania Elementary,              78
2021-2022,88,Spotsylvania County ,370,Spotsylvania High,             188
2021-2022,88,Spotsylvania County ,330,Spotsylvania Middle,             136
2021-2022,88,Spotsylvania County ,502,Thornburg Middle,             106
2021-2022,88,Spotsylvania County ,504,Wilderness Elementary,             119
2021-2022,89,Stafford County ,40,Andrew G. Wright Middle,             105
2021-2022,89,Stafford County ,260,Anne E. Moncure Elementary,              77
2021-2022,89,Stafford County ,433,Anthony Burns Elementary,              88
2021-2022,89,Stafford County ,421,Brooke Point High,             272
2021-2022,89,Stafford County ,424,Colonial Forge High,             280
2021-2022,89,Stafford County ,431,Conway Elementary,              76
2021-2022,89,Stafford County ,432,Donald B. Dixon-Lyle R. Smith Middle,             114
2021-2022,89,Stafford County ,10,Edward E. Drew Jr. Middle,              88
2021-2022,89,Stafford County ,280,Falmouth Elementary,              84
2021-2022,89,Stafford County ,230,Ferry Farm Elementary,              74
2021-2022,89,Stafford County ,41,Garrisonville Elementary,              85
2021-2022,89,Stafford County ,270,Grafton Village Elementary,              87
2021-2022,89,Stafford County ,422,H.H. Poole Middle,             120
2021-2022,89,Stafford County ,320,Hampton Oaks Elementary,              82
2021-2022,89,Stafford County ,250,Hartwood Elementary,              81
2021-2022,89,Stafford County ,427,Kate Waller Barrett Elementary,              83
2021-2022,89,Stafford County ,429,Margaret Brent Elementary ,              92
2021-2022,89,Stafford County ,430,Mountain View High ,             269
2021-2022,89,Stafford County ,30,North Stafford High,             263
2021-2022,89,Stafford County ,992,North Star Early Childhood Education Center,              93
2021-2022,89,Stafford County ,300,Park Ridge Elementary,              97
2021-2022,89,Stafford County ,920,Rising Star Early Childhood Education Center at Melchers,             104
2021-2022,89,Stafford County ,60,Rockhill Elementary,             103
2021-2022,89,Stafford County ,425,Rocky Run Elementary,              99
2021-2022,89,Stafford County ,426,Rodney E. Thompson Middle,             113
2021-2022,89,Stafford County ,440,Shirley C. Heim Middle,             115
2021-2022,89,Stafford County ,111,Stafford Elementary,              90
2021-2022,89,Stafford County ,112,Stafford Middle,             134
2021-2022,89,Stafford County ,20,Stafford Senior High,             283
2021-2022,89,Stafford County ,162,T. Benton Gayle Middle,             126
2021-2022,89,Stafford County ,50,Widewater Elementary,              65
2021-2022,89,Stafford County ,423,Winding Creek Elementary,              88
2021-2022,126,Staunton City ,40,Arthur R. Ware Elementary,              42
2021-2022,126,Staunton City ,70,Bessie Weller Elementary,              42
2021-2022,126,Staunton City ,110,Shelburne Middle,              72
2021-2022,126,Staunton City ,41,Staunton City School PreSchool Programs,              29
2021-2022,126,Staunton City ,30,Staunton High,             115
2021-2022,126,Staunton City ,90,Thomas C. McSwain Elementary,              46
2021-2022,127,Suffolk City ,50,Booker T. Washington Elementary,              41
2021-2022,127,Suffolk City ,397,Colonel Fred Cherry Middle,              71
2021-2022,127,Suffolk City ,440,Creekside Elementary,              71
2021-2022,127,Suffolk City ,210,Elephant's Fork Elementary,              64
2021-2022,127,Suffolk City ,90,Florence Bowser Elementary,              79
2021-2022,127,Suffolk City ,390,Forest Glen Middle,              70
2021-2022,127,Suffolk City ,450,Hillpoint Elementary,              87
2021-2022,127,Suffolk City ,370,John F. Kennedy Middle,              86
2021-2022,127,Suffolk City ,380,John Yeates Middle,              46
2021-2022,127,Suffolk City ,230,Kilby Shores Elementary,              63
2021-2022,127,Suffolk City ,395,King's Fork High,             275
2021-2022,127,Suffolk City ,393,King's Fork Middle,             145
2021-2022,127,Suffolk City ,300,Lakeland High,             179
2021-2022,127,Suffolk City ,330,Mack Benn Jr. Elementary,              65
2021-2022,127,Suffolk City ,220,Nansemond Parkway Elementary,              54
2021-2022,127,Suffolk City ,240,Nansemond River High,             196
2021-2022,127,Suffolk City ,391,Northern Shores Elementary,              94
2021-2022,127,Suffolk City ,70,Oakland Elementary,              53
2021-2022,127,Suffolk City ,47,Southwestern Elementary,              61
2021-2022,90,Surry County ,30,Luther P. Jackson Middle,              38
2021-2022,90,Surry County ,10,Surry County High,              52
2021-2022,90,Surry County ,20,Surry Elementary,              42
2021-2022,91,Sussex County ,483,Sussex Central Elementary,              64
2021-2022,91,Sussex County ,340,Sussex Central High,              41
2021-2022,91,Sussex County ,482,Sussex Central Middle,              34
2021-2022,92,Tazewell County ,1020,Abb's Valley-Boissevain Elementary,              25
2021-2022,92,Tazewell County ,830,Cedar Bluff Elementary,              54
2021-2022,92,Tazewell County ,750,Dudley Primary,              54
2021-2022,92,Tazewell County ,940,Graham High,              61
2021-2022,92,Tazewell County ,960,Graham Intermediate,              38
2021-2022,92,Tazewell County ,10,Graham Middle,              69
2021-2022,92,Tazewell County ,822,Richlands Elementary,             111
2021-2022,92,Tazewell County ,821,Richlands High,             141
2021-2022,92,Tazewell County ,823,Richlands Middle,              75
2021-2022,92,Tazewell County ,890,Tazewell High,             107
2021-2022,92,Tazewell County ,450,Tazewell Intermediate,              68
2021-2022,92,Tazewell County ,100,Tazewell Middle,              68
2021-2022,92,Tazewell County ,1030,Tazewell Primary,              57
2021-2022,128,Virginia Beach City ,590,Alanton Elementary,              81
2021-2022,128,Virginia Beach City ,550,Arrowhead Elementary,              74
2021-2022,128,Virginia Beach City ,115,Bayside 6th Grade Campus,              53
2021-2022,128,Virginia Beach City ,280,Bayside Elementary,              84
2021-2022,128,Virginia Beach City ,530,Bayside High,             265
2021-2022,128,Virginia Beach City ,700,Bayside Middle,             105
2021-2022,128,Virginia Beach City ,60,Birdneck Elementary,             137
2021-2022,128,Virginia Beach City ,790,Brandon Middle,             149
2021-2022,128,Virginia Beach City ,630,Brookwood Elementary,              88
2021-2022,128,Virginia Beach City ,40,Centerville Elementary,              70
2021-2022,128,Virginia Beach City ,990,Christopher Farms Elementary,              58
2021-2022,128,Virginia Beach City ,720,College Park Elementary,              60
2021-2022,128,Virginia Beach City ,1041,Corporate Landing Elementary,              90
2021-2022,128,Virginia Beach City ,980,Corporate Landing Middle,             168
2021-2022,128,Virginia Beach City ,230,Creeds Elementary,              32
2021-2022,128,Virginia Beach City ,106,Diamond Springs Elementary,              65
2021-2022,128,Virginia Beach City ,780,Fairfield Elementary,              73
2021-2022,128,Virginia Beach City ,610,First Colonial High,             204
2021-2022,128,Virginia Beach City ,440,Floyd Kellam High,             178
2021-2022,128,Virginia Beach City ,30,Frank W. Cox High,             201
2021-2022,128,Virginia Beach City ,870,Glenwood Elementary,             166
2021-2022,128,Virginia Beach City ,430,Great Neck Middle,             118
2021-2022,128,Virginia Beach City ,1050,Green Run Collegiate,              28
2021-2022,128,Virginia Beach City ,770,Green Run Elementary,              50
2021-2022,128,Virginia Beach City ,10,Green Run High,             231
2021-2022,128,Virginia Beach City ,540,Hermitage Elementary,              77
2021-2022,128,Virginia Beach City ,600,Holland Elementary,              54
2021-2022,128,Virginia Beach City ,740,Independence Middle,             194
2021-2022,128,Virginia Beach City ,800,Indian Lakes Elementary,              73
2021-2022,128,Virginia Beach City ,360,John B. Dey Elementary,              95
2021-2022,128,Virginia Beach City ,450,Kempsville Elementary,              80
2021-2022,128,Virginia Beach City ,620,Kempsville High,             218
2021-2022,128,Virginia Beach City ,410,Kempsville Meadows Elementary,              65
2021-2022,128,Virginia Beach City ,690,Kempsville Middle,             112
2021-2022,128,Virginia Beach City ,420,King's Grant Elementary,              68
2021-2022,128,Virginia Beach City ,580,Kingston Elementary,              49
2021-2022,128,Virginia Beach City ,932,Landstown Elementary,              94
2021-2022,128,Virginia Beach City ,1030,Landstown High,             220
2021-2022,128,Virginia Beach City ,931,Landstown Middle,             175
2021-2022,128,Virginia Beach City ,970,Larkspur Middle,             227
2021-2022,128,Virginia Beach City ,330,Linkhorn Park Elementary,              82
2021-2022,128,Virginia Beach City ,460,Luxford Elementary,              68
2021-2022,128,Virginia Beach City ,520,Lynnhaven Elementary,              46
2021-2022,128,Virginia Beach City ,730,Lynnhaven Middle,             145
2021-2022,128,Virginia Beach City ,500,Malibu Elementary,              67
2021-2022,128,Virginia Beach City ,1020,New Castle Elementary,              86
2021-2022,128,Virginia Beach City ,710,Newtown Elementary,              71
2021-2022,128,Virginia Beach City ,760,North Landing Elementary,              42
2021-2022,128,Virginia Beach City ,880,Ocean Lakes Elementary,              67
2021-2022,128,Virginia Beach City ,960,Ocean Lakes High,             206
2021-2022,128,Virginia Beach City ,80,Old Donation School,              12
2021-2022,128,Virginia Beach City ,820,Parkway Elementary,              51
2021-2022,128,Virginia Beach City ,490,Pembroke Elementary,             149
2021-2022,128,Virginia Beach City ,660,Pembroke Meadows Elementary,              61
2021-2022,128,Virginia Beach City ,640,Plaza Middle,             116
2021-2022,128,Virginia Beach City ,680,Point O' View Elementary,             118
2021-2022,128,Virginia Beach City ,340,Princess Anne Elementary,              88
2021-2022,128,Virginia Beach City ,321,Princess Anne High,             237
2021-2022,128,Virginia Beach City ,750,Princess Anne Middle,             146
2021-2022,128,Virginia Beach City ,692,Providence Elementary,              61
2021-2022,128,Virginia Beach City ,900,Red Mill Elementary,              70
2021-2022,128,Virginia Beach City ,810,Rosemont Elementary,              57
2021-2022,128,Virginia Beach City ,840,Rosemont Forest Elementary,              54
2021-2022,128,Virginia Beach City ,830,Salem Elementary,              49
2021-2022,128,Virginia Beach City ,850,Salem High,             180
2021-2022,128,Virginia Beach City ,50,Salem Middle,             122
2021-2022,128,Virginia Beach City ,290,Seatack Elementary an Achievable Dream Academy,              37
2021-2022,128,Virginia Beach City ,300,Shelton Park Elementary,              71
2021-2022,128,Virginia Beach City ,940,Strawbridge Elementary,              52
2021-2022,128,Virginia Beach City ,910,Tallwood Elementary,              75
2021-2022,128,Virginia Beach City ,920,Tallwood High,             239
2021-2022,128,Virginia Beach City ,350,Thalia Elementary,              41
2021-2022,128,Virginia Beach City ,400,Thoroughgood Elementary,              67
2021-2022,128,Virginia Beach City ,100,Three Oaks Elementary,              69
2021-2022,128,Virginia Beach City ,510,Trantwood Elementary,              64
2021-2022,128,Virginia Beach City ,140,Virginia Beach Middle,              84
2021-2022,128,Virginia Beach City ,130,W.T. Cooke Elementary,              60
2021-2022,128,Virginia Beach City ,20,White Oaks Elementary,             104
2021-2022,128,Virginia Beach City ,470,Williams Elementary,              77
2021-2022,128,Virginia Beach City ,670,Windsor Oaks Elementary,              60
2021-2022,128,Virginia Beach City ,560,Windsor Woods Elementary,              98
2021-2022,128,Virginia Beach City ,390,Woodstock Elementary,              77
2021-2022,93,Warren County ,90,A.S. Rhodes Elementary,              14
2021-2022,93,Warren County ,140,E. Wilson Morrison Elementary,              64
2021-2022,93,Warren County ,371,Hilda J. Barbour Elementary,              49
2021-2022,93,Warren County ,20,Leslie Fox Keyser Elementary,              68
2021-2022,93,Warren County ,240,Ressie Jeffries Elementary,              75
2021-2022,93,Warren County ,250,Skyline High,             116
2021-2022,93,Warren County ,260,Skyline Middle,              78
2021-2022,93,Warren County ,230,Warren County High,             130
2021-2022,93,Warren County ,280,Warren County Middle,              70
2021-2022,94,Washington County ,1080,Abingdon Elementary,              83
2021-2022,94,Washington County ,1030,Abingdon High,             149
2021-2022,94,Washington County ,40,Damascus Middle,              21
2021-2022,94,Washington County ,1110,E.B. Stanley Middle,             106
2021-2022,94,Washington County ,1090,Glade Spring Middle,              56
2021-2022,94,Washington County ,260,Greendale Elementary,              54
2021-2022,94,Washington County ,1070,High Point Elementary,              54
2021-2022,94,Washington County ,1060,Holston High,              54
2021-2022,94,Washington County ,1040,John S. Battle High,              90
2021-2022,94,Washington County ,20,Meadowview Elementary,             110
2021-2022,94,Washington County ,1050,Patrick Henry High,              73
2021-2022,94,Washington County ,50,Rhea Valley Elementary,              62
2021-2022,94,Washington County ,1020,Valley Institute Elementary,              54
2021-2022,94,Washington County ,620,Wallace Middle,              60
2021-2022,94,Washington County ,70,Watauga Elementary,              67
2021-2022,130,Waynesboro City ,650,Berkeley Glenn Elementary ,              31
2021-2022,130,Waynesboro City ,640,Kate Collins Middle ,              77
2021-2022,130,Waynesboro City ,620,Wayne Hills Center,              30
2021-2022,130,Waynesboro City ,600,Waynesboro High ,             105
2021-2022,130,Waynesboro City ,580,Wenonah Elementary ,              22
2021-2022,130,Waynesboro City ,630,Westwood Hills Elementary ,              55
2021-2022,130,Waynesboro City ,751,William Perry Elementary ,              52
2021-2022,207,West Point ,280,West Point Elementary,              46
2021-2022,207,West Point ,290,West Point Middle/High,              52
