School Year,Division Number,Division Name,School Number,School Name,Total Count
2022-2023,128,Virginia Beach City ,960,Ocean Lakes High,             203
2022-2023,128,Virginia Beach City ,80,Old Donation School,              12
2022-2023,128,Virginia Beach City ,820,Parkway Elementary,              59
2022-2023,128,Virginia Beach City ,490,Pembroke Elementary,             176
2022-2023,128,Virginia Beach City ,660,Pembroke Meadows Elementary,              61
2022-2023,128,Virginia Beach City ,640,Plaza Middle,             124
2022-2023,128,Virginia Beach City ,680,Point O' View Elementary,              98
2022-2023,128,Virginia Beach City ,340,Princess Anne Elementary,              93
2022-2023,128,Virginia Beach City ,321,Princess Anne High,             250
2022-2023,128,Virginia Beach City ,750,Princess Anne Middle,             158
2022-2023,128,Virginia Beach City ,692,Providence Elementary,              70
2022-2023,128,Virginia Beach City ,900,Red Mill Elementary,              67
2022-2023,128,Virginia Beach City ,810,Rosemont Elementary,              58
2022-2023,128,Virginia Beach City ,840,Rosemont Forest Elementary,              54
2022-2023,128,Virginia Beach City ,830,Salem Elementary,              55
2022-2023,128,Virginia Beach City ,850,Salem High,             179
2022-2023,128,Virginia Beach City ,50,Salem Middle,             128
2022-2023,128,Virginia Beach City ,290,Seatack Elementary an Achievable Dream Academy,              38
2022-2023,128,Virginia Beach City ,300,Shelton Park Elementary,              67
2022-2023,128,Virginia Beach City ,940,Strawbridge Elementary,              60
2022-2023,128,Virginia Beach City ,910,Tallwood Elementary,              98
2022-2023,128,Virginia Beach City ,920,Tallwood High,             247
2022-2023,128,Virginia Beach City ,350,Thalia Elementary,              77
2022-2023,128,Virginia Beach City ,400,Thoroughgood Elementary,              74
2022-2023,128,Virginia Beach City ,100,Three Oaks Elementary,              73
2022-2023,128,Virginia Beach City ,510,Trantwood Elementary,              58
2022-2023,128,Virginia Beach City ,140,Virginia Beach Middle,              76
2022-2023,128,Virginia Beach City ,130,W.T. Cooke Elementary,              58
2022-2023,128,Virginia Beach City ,20,White Oaks Elementary,             119
2022-2023,128,Virginia Beach City ,470,Williams Elementary,              78
2022-2023,128,Virginia Beach City ,670,Windsor Oaks Elementary,              64
2022-2023,128,Virginia Beach City ,560,Windsor Woods Elementary,             103
2022-2023,128,Virginia Beach City ,390,Woodstock Elementary,              85
2022-2023,93,Warren County ,90,A.S. Rhodes Elementary,              28
2022-2023,93,Warren County ,140,E. Wilson Morrison Elementary,              67
2022-2023,93,Warren County ,371,Hilda J. Barbour Elementary,              51
2022-2023,93,Warren County ,20,Leslie Fox Keyser Elementary,              59
2022-2023,93,Warren County ,240,Ressie Jeffries Elementary,              77
2022-2023,93,Warren County ,250,Skyline High,             119
2022-2023,93,Warren County ,260,Skyline Middle,              69
2022-2023,93,Warren County ,230,Warren County High,             122
2022-2023,93,Warren County ,280,Warren County Middle,              68
2022-2023,94,Washington County ,1080,Abingdon Elementary,              84
2022-2023,94,Washington County ,1030,Abingdon High,             156
2022-2023,94,Washington County ,40,Damascus Middle,              25
2022-2023,94,Washington County ,1110,E.B. Stanley Middle,             109
2022-2023,94,Washington County ,1090,Glade Spring Middle,              60
2022-2023,94,Washington County ,260,Greendale Elementary,              61
2022-2023,94,Washington County ,1070,High Point Elementary,              77
2022-2023,94,Washington County ,1060,Holston High,              50
2022-2023,94,Washington County ,1040,John S. Battle High,              92
2022-2023,94,Washington County ,20,Meadowview Elementary,             133
2022-2023,94,Washington County ,1050,Patrick Henry High,              73
2022-2023,94,Washington County ,50,Rhea Valley Elementary,              82
2022-2023,94,Washington County ,1020,Valley Institute Elementary,              61
2022-2023,94,Washington County ,620,Wallace Middle,              60
2022-2023,94,Washington County ,70,Watauga Elementary,              74
2022-2023,130,Waynesboro City ,650,Berkeley Glenn Elementary ,              30
2022-2023,130,Waynesboro City ,640,Kate Collins Middle ,              74
2022-2023,130,Waynesboro City ,620,Wayne Hills Center,              30
2022-2023,130,Waynesboro City ,600,Waynesboro High ,             105
2022-2023,130,Waynesboro City ,580,Wenonah Elementary ,              25
2022-2023,130,Waynesboro City ,630,Westwood Hills Elementary ,              62
2022-2023,130,Waynesboro City ,751,William Perry Elementary ,              58
2022-2023,207,West Point ,280,West Point Elementary,              60
2022-2023,207,West Point ,290,West Point Middle/High,              51
2022-2023,95,Westmoreland County ,210,Cople Elementary,              57
2022-2023,95,Westmoreland County ,300,Montross Middle,              35
2022-2023,95,Westmoreland County ,310,Washington District Elementary,              61
2022-2023,95,Westmoreland County ,120,Westmoreland High,              80
2022-2023,131,Williamsburg-James City County ,60,Berkeley Middle,             109
2022-2023,131,Williamsburg-James City County ,40,Clara Byrd Baker Elementary,             124
2022-2023,131,Williamsburg-James City County ,80,D.J. Montague Elementary,              89
2022-2023,131,Williamsburg-James City County ,190,J. Blaine Blayton Elementary,             135
2022-2023,131,Williamsburg-James City County ,25,James Blair Middle,              89
2022-2023,131,Williamsburg-James City County ,201,James River Elementary,              64
2022-2023,131,Williamsburg-James City County ,202,Jamestown High,             154
2022-2023,131,Williamsburg-James City County ,90,Lafayette High,             173
2022-2023,131,Williamsburg-James City County ,50,Laurel Lane Elementary,             115
2022-2023,131,Williamsburg-James City County ,191,Lois Hornsby Middle,             135
2022-2023,131,Williamsburg-James City County ,205,Matoaka Elementary,             103
2022-2023,131,Williamsburg-James City County ,10,Matthew Whaley Elementary,              78
2022-2023,131,Williamsburg-James City County ,70,Norge Elementary,             157
2022-2023,131,Williamsburg-James City County ,203,Stonehouse Elementary,             121
2022-2023,131,Williamsburg-James City County ,100,Toano Middle,             101
2022-2023,131,Williamsburg-James City County ,204,Warhill High,             223
2022-2023,132,Winchester City ,75,Daniel Morgan Intermediate,              89
2022-2023,132,Winchester City ,70,Daniel Morgan Middle,             107
2022-2023,132,Winchester City ,80,Frederick Douglass Elementary,              47
2022-2023,132,Winchester City ,50,Garland R. Quarles Elementary,              46
2022-2023,132,Winchester City ,40,John Handley High,             199
2022-2023,132,Winchester City ,90,John Kerr Elementary,              62
2022-2023,132,Winchester City ,20,Virginia Avenue Charlotte Dehart Elementary ,              47
2022-2023,96,Wise County ,1000,Central High,             102
2022-2023,96,Wise County ,651,Coeburn Middle,              44
2022-2023,96,Wise County ,653,Coeburn Primary,              79
2022-2023,96,Wise County ,652,Eastside High,              67
2022-2023,96,Wise County ,73,J.W. Adams Combined,              97
2022-2023,96,Wise County ,320,L.F. Addington Middle,              68
2022-2023,96,Wise County ,871,St. Paul Elementary,              53
2022-2023,96,Wise County ,1010,Union High,              86
2022-2023,96,Wise County ,1013,Union Middle,              76
2022-2023,96,Wise County ,1012,Union Primary,             116
2022-2023,96,Wise County ,1020,Wise Primary,             119
2022-2023,97,Wythe County ,760,Fort Chiswell High,              59
2022-2023,97,Wythe County ,1073,Fort Chiswell Middle,              42
2022-2023,97,Wythe County ,721,George Wythe High,              69
2022-2023,97,Wythe County ,730,Jackson Memorial Elementary,              41
2022-2023,97,Wythe County ,100,Max Meadows Elementary,              73
2022-2023,97,Wythe County ,201,Rural Retreat Elementary,              44
2022-2023,97,Wythe County ,202,Rural Retreat High,              18
2022-2023,97,Wythe County ,1074,Rural Retreat Middle,              22
2022-2023,97,Wythe County ,1075,Scott Memorial Middle,              62
2022-2023,97,Wythe County ,740,Sheffey Elementary,              34
2022-2023,97,Wythe County ,440,Speedwell Elementary,              35
2022-2023,97,Wythe County ,190,Spiller Elementary,             162
2022-2023,98,York County ,180,Bethel Manor Elementary,              98
2022-2023,98,York County ,20,Bruton High,              83
2022-2023,98,York County ,90,Coventry Elementary,              63
2022-2023,98,York County ,160,Dare Elementary,              42
2022-2023,98,York County ,140,Grafton Bethel Elementary,              94
2022-2023,98,York County ,332,Grafton High,             113
2022-2023,98,York County ,333,Grafton Middle,             114
2022-2023,98,York County ,10,Magruder Elementary,              95
2022-2023,98,York County ,80,Mount Vernon Elementary ,              61
2022-2023,98,York County ,200,Queens Lake Middle,              77
2022-2023,98,York County ,170,Seaford Elementary,              50
2022-2023,98,York County ,50,Tabb Elementary,              69
2022-2023,98,York County ,230,Tabb High,             121
2022-2023,98,York County ,190,Tabb Middle,              97
2022-2023,98,York County ,220,Waller Mill Elementary,              48
2022-2023,98,York County ,30,York High,             119
2022-2023,98,York County ,335,York River Academy,              25
2022-2023,98,York County ,210,Yorktown Elementary,              80
2022-2023,98,York County ,60,Yorktown Middle,              71
