School Year,Division Name,fips_code,School Number,School Name,Total Count
2021-2022,Richmond City,51760,50,Binford Middle,70
2021-2022,Richmond City,51760,170,Blackwell Elementary,36
2021-2022,Richmond City,51760,1100,Broad Rock Elementary,58
2021-2022,Richmond City,51760,1440,Cardinal Elementary,47
2021-2022,Richmond City,51760,830,Chimborazo Elementary,40
2021-2022,Richmond City,51760,1400,Elizabeth D. Redd Elementary,30
2021-2022,Richmond City,51760,710,Fairfield Court Elementary,30
2021-2022,Richmond City,51760,621,Franklin Military Academy,12
2021-2022,Richmond City,51760,1470,G.H. Reid Elementary,57
2021-2022,Richmond City,51760,311,George W. Carver Elementary,42
2021-2022,Richmond City,51760,741,George Wythe High,216
2021-2022,Richmond City,51760,230,Ginter Park Elementary,37
2021-2022,Richmond City,51760,470,Henderson Middle,91
2021-2022,Richmond City,51760,290,Henry Marsh III Elementary,57
2021-2022,Richmond City,51760,1510,Huguenot High,179
2021-2022,Richmond City,51760,1640,J.B. Fisher Elementary,36
2021-2022,Richmond City,51760,1710,J.L. Francis Elementary,51
2021-2022,Richmond City,51760,600,John B. Cary Elementary,25
2021-2022,Richmond City,51760,730,John Marshall High,130
2021-2022,Richmond City,51760,3106,Linwood Holton Elementary,79
2021-2022,Richmond City,51760,3105,Lucille M. Brown Middle,97
2021-2022,Richmond City,51760,771,Martin Luther King Jr. Early Learning Center,<
2021-2022,Richmond City,51760,770,Martin Luther King Jr. Middle,120
2021-2022,Richmond City,51760,580,Mary Munford Elementary,51
2021-2022,Richmond City,51760,690,Maymont Pre-K Center,83
2021-2022,Richmond City,51760,3107,Miles Jones Elementary,75
2021-2022,Richmond City,51760,330,Oak Grove/Bellemeade Elementary,67
2021-2022,Richmond City,51760,90,Open High,<
2021-2022,Richmond City,51760,130,Overby-Sheppard Elementary,46
2021-2022,Richmond City,51760,3119,Patrick Henry School Of Science And Arts,37
2021-2022,Richmond City,51760,3110,Richmond Alternative,64
2021-2022,Richmond City,51760,3200,Richmond Career Education and Employment Charter School,27
2021-2022,Richmond City,51760,1631,River City Middle,192
2021-2022,Richmond City,51760,1480,Southampton Elementary,54
2021-2022,Richmond City,51760,511,Summer Hill Preschool Center,12
2021-2022,Richmond City,51760,210,Swansboro Elementary,18
2021-2022,Richmond City,51760,480,Thomas C. Boushall Middle,96
2021-2022,Richmond City,51760,20,Thomas Jefferson High,151
2021-2022,Richmond City,51760,660,Westover Hills Elementary,42
2021-2022,Richmond City,51760,200,William Fox Elementary,41
2021-2022,Richmond City,51760,650,Woodville Elementary,27
2021-2022,Richmond County,51159,210,Rappahannock High,61
2021-2022,Richmond County,51159,20,Richmond County Elementary,107
2021-2022,Roanoke City,51770,280,Addison Aerospace Magnet Middle,135
2021-2022,Roanoke City,51770,210,Breckinridge Middle,100
2021-2022,Roanoke City,51770,20,Crystal Spring Elementary,51
2021-2022,Roanoke City,51770,410,Fairview Elementary,67
2021-2022,Roanoke City,51770,50,Fallon Park Elementary,94
2021-2022,Roanoke City,51770,380,Fishburn Park Elementary,58
2021-2022,Roanoke City,51770,300,Garden City Elementary,75
2021-2022,Roanoke City,51770,310,Grandin Court Elementary,36
2021-2022,Roanoke City,51770,110,Highland Park Elementary,41
2021-2022,Roanoke City,51770,420,Hurt Park Elementary,47
2021-2022,Roanoke City,51770,450,James Madison Middle,109
2021-2022,Roanoke City,51770,230,John P. Fishwick Middle,73
2021-2022,Roanoke City,51770,340,Lincoln Terrace Elementary,43
2021-2022,Roanoke City,51770,370,Monterey Elementary,65
2021-2022,Roanoke City,51770,60,Morningside Elementary,41
2021-2022,Roanoke City,51770,390,Patrick Henry High,339
2021-2022,Roanoke City,51770,240,Preston Park Elementary,66
2021-2022,Roanoke City,51770,220,Roanoke Academy For Mathematics & Science Elementary,129
2021-2022,Roanoke City,51770,320,Round Hill Elementary,95
2021-2022,Roanoke City,51770,70,Virginia Heights Elementary,38
2021-2022,Roanoke City,51770,90,Wasena Elementary,36
2021-2022,Roanoke City,51770,350,Westside Elementary,117
2021-2022,Roanoke City,51770,400,William Fleming High,281
2021-2022,Roanoke City,51770,150,Woodrow Wilson Middle,120
2021-2022,Roanoke County,51161,420,Back Creek Elementary,59
2021-2022,Roanoke County,51161,752,Bonsack Elementary,49
2021-2022,Roanoke County,51161,180,Burlington Elementary,77
2021-2022,Roanoke County,51161,560,Cave Spring Elementary,75
2021-2022,Roanoke County,51161,470,Cave Spring High,138
2021-2022,Roanoke County,51161,620,Cave Spring Middle,122
2021-2022,Roanoke County,51161,330,Clearbrook Elementary,72
2021-2022,Roanoke County,51161,40,Fort Lewis Elementary,58
2021-2022,Roanoke County,51161,650,Glen Cove Elementary,65
2021-2022,Roanoke County,51161,490,Glenvar Elementary,72
2021-2022,Roanoke County,51161,610,Glenvar High,112
2021-2022,Roanoke County,51161,751,Glenvar Middle,90
2021-2022,Roanoke County,51161,600,Green Valley Elementary,81
2021-2022,Roanoke County,51161,540,Herman L. Horn Elementary,87
2021-2022,Roanoke County,51161,754,Hidden Valley High,89
2021-2022,Roanoke County,51161,10,Hidden Valley Middle,73
2021-2022,Roanoke County,51161,530,Mason's Cove Elementary,68
2021-2022,Roanoke County,51161,290,Mount Pleasant Elementary,52
2021-2022,Roanoke County,51161,500,Mountain View Elementary,55
2021-2022,Roanoke County,51161,520,Northside High,136
2021-2022,Roanoke County,51161,640,Northside Middle,116
2021-2022,Roanoke County,51161,480,Oak Grove Elementary,58
2021-2022,Roanoke County,51161,50,Penn Forest Elementary,71
2021-2022,Roanoke County,51161,60,W.E. Cundiff Elementary,99
2021-2022,Roanoke County,51161,630,William Byrd High,168
2021-2022,Roanoke County,51161,232,William Byrd Middle,143
2021-2022,Rockbridge County,51163,650,Central Elementary,84
2021-2022,Rockbridge County,51163,150,Fairfield Elementary,35
2021-2022,Rockbridge County,51163,678,Maury River Middle,90
2021-2022,Rockbridge County,51163,340,Mountain View Elementary,29
2021-2022,Rockbridge County,51163,641,Natural Bridge Elementary,36
2021-2022,Rockbridge County,51163,22,Rockbridge County High,113
2021-2022,Rockingham County,51165,870,Broadway High,103
2021-2022,Rockingham County,51165,861,Cub Run Elementary,48
2021-2022,Rockingham County,51165,391,East Rockingham High,91
2021-2022,Rockingham County,51165,400,Elkton Elementary,40
2021-2022,Rockingham County,51165,900,Elkton Middle,75
2021-2022,Rockingham County,51165,940,Fulks Run Elementary,11
2021-2022,Rockingham County,51165,960,J. Frank Hillyard Middle,79
2021-2022,Rockingham County,51165,1071,John C. Myers Elementary,57
2021-2022,Rockingham County,51165,970,John W. Wayland Elementary,62
2021-2022,Rockingham County,51165,500,Lacey Spring Elementary,43
2021-2022,Rockingham County,51165,360,Linville-Edom Elementary,14
2021-2022,Rockingham County,51165,600,McGaheysville Elementary,28
2021-2022,Rockingham County,51165,860,Montevideo Middle,45
2021-2022,Rockingham County,51165,520,Mountain View Elementary,38
2021-2022,Rockingham County,51165,920,Ottobine Elementary,17
2021-2022,Rockingham County,51165,1073,Peak View Elementary,51
2021-2022,Rockingham County,51165,10,Plains Elementary,43
2021-2022,Rockingham County,51165,950,Pleasant Valley Elementary,22
2021-2022,Rockingham County,51165,390,River Bend Elementary,69
2021-2022,Rockingham County,51165,830,South River Elementary,32
2021-2022,Rockingham County,51165,20,Spotswood High,96
2021-2022,Rockingham County,51165,850,Turner Ashby High,97
2021-2022,Rockingham County,51165,890,Wilbur S. Pence Middle,55
2021-2022,Russell County,51167,580,Belfast Elementary,15
2021-2022,Russell County,51167,792,Castlewood Elementary,46
2021-2022,Russell County,51167,791,Castlewood High,49
2021-2022,Russell County,51167,820,Copper Creek Elementary,<
2021-2022,Russell County,51167,890,Honaker Elementary,78
2021-2022,Russell County,51167,540,Honaker High,63
2021-2022,Russell County,51167,410,Lebanon Elementary,52
2021-2022,Russell County,51167,140,Lebanon High,77
2021-2022,Russell County,51167,902,Lebanon Middle,41
2021-2022,Russell County,51167,390,Lebanon Primary,40
2021-2022,Russell County,51167,710,Swords Creek Elementary,<
2021-2022,Salem City,51775,100,Andrew Lewis Middle,139
2021-2022,Salem City,51775,550,East Salem Elementary,99
2021-2022,Salem City,51775,90,G.W. Carver Elementary,82
2021-2022,Salem City,51775,70,Salem High,173
2021-2022,Salem City,51775,580,South Salem Elementary,68
2021-2022,Salem City,51775,460,West Salem Elementary,62
2021-2022,Scott County,51169,750,Duffield-Pattonsville Primary,65
2021-2022,Scott County,51169,42,Dungannon Intermediate,15
2021-2022,Scott County,51169,102,Fort Blackmore Primary,19
2021-2022,Scott County,51169,770,Gate City High,83
2021-2022,Scott County,51169,771,Gate City Middle,53
2021-2022,Scott County,51169,670,Hilton Elementary,34
2021-2022,Scott County,51169,220,Nickelsville Elementary,45
2021-2022,Scott County,51169,260,Rye Cove High,44
2021-2022,Scott County,51169,20,Rye Cove Intermediate,39
2021-2022,Scott County,51169,641,Shoemaker Elementary,151
2021-2022,Scott County,51169,780,Twin Springs High,47
2021-2022,Scott County,51169,740,Weber City Elementary,55
2021-2022,Scott County,51169,790,Yuma Elementary,38
2021-2022,Shenandoah County,51171,780,Central High,118
2021-2022,Shenandoah County,51171,820,Honey Run Elementary,98
2021-2022,Shenandoah County,51171,790,Mountain View High,94
2021-2022,Shenandoah County,51171,40,North Fork Middle,49
2021-2022,Shenandoah County,51171,30,Peter Muhlenberg Middle,85
2021-2022,Shenandoah County,51171,810,Sandy Hook Elementary,111
2021-2022,Shenandoah County,51171,50,Signal Knob Middle,59
2021-2022,Shenandoah County,51171,770,Strasburg High,74
2021-2022,Shenandoah County,51171,20,W.W. Robinson Elementary,157
2021-2022,Smyth County,51173,290,Atkins Elementary,43
2021-2022,Smyth County,51173,730,Chilhowie Elementary,88
2021-2022,Smyth County,51173,460,Chilhowie High,42
2021-2022,Smyth County,51173,851,Chilhowie Middle,37
2021-2022,Smyth County,51173,710,Marion Elementary,49
2021-2022,Smyth County,51173,680,Marion Middle,73
2021-2022,Smyth County,51173,700,Marion Senior High,104
2021-2022,Smyth County,51173,250,Northwood High,42
2021-2022,Smyth County,51173,120,Northwood Middle,27
2021-2022,Smyth County,51173,690,Oak Point Elementary,93
2021-2022,Smyth County,51173,720,Rich Valley Elementary,21
2021-2022,Smyth County,51173,740,Saltville Elementary,35
2021-2022,Smyth County,51173,555,Sugar Grove Elementary,20
2021-2022,Southampton County,51175,710,Capron Elementary,16
2021-2022,Southampton County,51175,20,Meherrin Elementary,35
2021-2022,Southampton County,51175,10,Nottoway Elementary,25
2021-2022,Southampton County,51175,780,Riverdale Elementary,59
2021-2022,Southampton County,51175,690,Southampton High,99
2021-2022,Southampton County,51175,700,Southampton Middle,88
2021-2022,Spotsylvania County,51177,10,Battlefield Elementary,90
2021-2022,Spotsylvania County,51177,50,Battlefield Middle,117
2021-2022,Spotsylvania County,51177,340,Berkeley Elementary,70
2021-2022,Spotsylvania County,51177,400,Brock Road Elementary,106
2021-2022,Spotsylvania County,51177,511,Cedar Forest Elementary,110
2021-2022,Spotsylvania County,51177,40,Chancellor Elementary,68
2021-2022,Spotsylvania County,51177,381,Chancellor High,196
2021-2022,Spotsylvania County,51177,382,Chancellor Middle,112
2021-2022,Spotsylvania County,51177,501,Courthouse Road Elementary,132
2021-2022,Spotsylvania County,51177,22,Courtland Elementary,116
2021-2022,Spotsylvania County,51177,20,Courtland High,186
2021-2022,Spotsylvania County,51177,509,Freedom Middle,145
2021-2022,Spotsylvania County,51177,507,Harrison Road Elementary,94
2021-2022,Spotsylvania County,51177,30,Lee Hill Elementary,85
2021-2022,Spotsylvania County,51177,350,Livingston Elementary,49
2021-2022,Spotsylvania County,51177,506,Massaponax High,238
2021-2022,Spotsylvania County,51177,505,Ni River Middle,116
2021-2022,Spotsylvania County,51177,508,Parkside Elementary,149
2021-2022,Spotsylvania County,51177,220,Post Oak Middle,97
2021-2022,Spotsylvania County,51177,510,Riverbend High,243
2021-2022,Spotsylvania County,51177,503,Riverview Elementary,132
2021-2022,Spotsylvania County,51177,60,Salem Elementary,93
2021-2022,Spotsylvania County,51177,390,Smith Station Elementary,123
2021-2022,Spotsylvania County,51177,360,Spotswood Elementary,58
2021-2022,Spotsylvania County,51177,130,Spotsylvania Elementary,78
2021-2022,Spotsylvania County,51177,370,Spotsylvania High,188
2021-2022,Spotsylvania County,51177,330,Spotsylvania Middle,136
2021-2022,Spotsylvania County,51177,502,Thornburg Middle,106
2021-2022,Spotsylvania County,51177,504,Wilderness Elementary,119
2021-2022,Stafford County,51179,40,Andrew G. Wright Middle,105
2021-2022,Stafford County,51179,260,Anne E. Moncure Elementary,77
2021-2022,Stafford County,51179,433,Anthony Burns Elementary,88
2021-2022,Stafford County,51179,421,Brooke Point High,272
2021-2022,Stafford County,51179,424,Colonial Forge High,280
2021-2022,Stafford County,51179,431,Conway Elementary,76
2021-2022,Stafford County,51179,432,Donald B. Dixon-Lyle R. Smith Middle,114
2021-2022,Stafford County,51179,10,Edward E. Drew Jr. Middle,88
2021-2022,Stafford County,51179,280,Falmouth Elementary,84
2021-2022,Stafford County,51179,230,Ferry Farm Elementary,74
2021-2022,Stafford County,51179,41,Garrisonville Elementary,85
2021-2022,Stafford County,51179,270,Grafton Village Elementary,87
2021-2022,Stafford County,51179,422,H.H. Poole Middle,120
2021-2022,Stafford County,51179,320,Hampton Oaks Elementary,82
2021-2022,Stafford County,51179,250,Hartwood Elementary,81
2021-2022,Stafford County,51179,427,Kate Waller Barrett Elementary,83
2021-2022,Stafford County,51179,429,Margaret Brent Elementary,92
2021-2022,Stafford County,51179,430,Mountain View High,269
2021-2022,Stafford County,51179,30,North Stafford High,263
2021-2022,Stafford County,51179,992,North Star Early Childhood Education Center,93
2021-2022,Stafford County,51179,300,Park Ridge Elementary,97
2021-2022,Stafford County,51179,920,Rising Star Early Childhood Education Center at Melchers,104
2021-2022,Stafford County,51179,60,Rockhill Elementary,103
2021-2022,Stafford County,51179,425,Rocky Run Elementary,99
2021-2022,Stafford County,51179,426,Rodney E. Thompson Middle,113
2021-2022,Stafford County,51179,440,Shirley C. Heim Middle,115
2021-2022,Stafford County,51179,111,Stafford Elementary,90
2021-2022,Stafford County,51179,112,Stafford Middle,134
2021-2022,Stafford County,51179,20,Stafford Senior High,283
2021-2022,Stafford County,51179,162,T. Benton Gayle Middle,126
2021-2022,Stafford County,51179,50,Widewater Elementary,65
2021-2022,Stafford County,51179,423,Winding Creek Elementary,88
2021-2022,Staunton City,51790,40,Arthur R. Ware Elementary,42
2021-2022,Staunton City,51790,70,Bessie Weller Elementary,42
2021-2022,Staunton City,51790,110,Shelburne Middle,72
2021-2022,Staunton City,51790,41,Staunton City School PreSchool Programs,29
2021-2022,Staunton City,51790,30,Staunton High,115
2021-2022,Staunton City,51790,90,Thomas C. McSwain Elementary,46
2021-2022,Suffolk City,51800,50,Booker T. Washington Elementary,41
2021-2022,Suffolk City,51800,397,Colonel Fred Cherry Middle,71
2021-2022,Suffolk City,51800,440,Creekside Elementary,71
2021-2022,Suffolk City,51800,210,Elephant's Fork Elementary,64
2021-2022,Suffolk City,51800,90,Florence Bowser Elementary,79
2021-2022,Suffolk City,51800,390,Forest Glen Middle,70
2021-2022,Suffolk City,51800,450,Hillpoint Elementary,87
2021-2022,Suffolk City,51800,370,John F. Kennedy Middle,86
2021-2022,Suffolk City,51800,380,John Yeates Middle,46
2021-2022,Suffolk City,51800,230,Kilby Shores Elementary,63
2021-2022,Suffolk City,51800,395,King's Fork High,275
2021-2022,Suffolk City,51800,393,King's Fork Middle,145
2021-2022,Suffolk City,51800,300,Lakeland High,179
2021-2022,Suffolk City,51800,330,Mack Benn Jr. Elementary,65
2021-2022,Suffolk City,51800,220,Nansemond Parkway Elementary,54
2021-2022,Suffolk City,51800,240,Nansemond River High,196
2021-2022,Suffolk City,51800,391,Northern Shores Elementary,94
2021-2022,Suffolk City,51800,70,Oakland Elementary,53
2021-2022,Suffolk City,51800,47,Southwestern Elementary,61
2021-2022,Surry County,51181,30,Luther P. Jackson Middle,38
2021-2022,Surry County,51181,10,Surry County High,52
2021-2022,Surry County,51181,20,Surry Elementary,42
2021-2022,Sussex County,51183,483,Sussex Central Elementary,64
2021-2022,Sussex County,51183,340,Sussex Central High,41
2021-2022,Sussex County,51183,482,Sussex Central Middle,34
2021-2022,Tazewell County,51185,1020,Abb's Valley-Boissevain Elementary,25
2021-2022,Tazewell County,51185,830,Cedar Bluff Elementary,54
2021-2022,Tazewell County,51185,750,Dudley Primary,54
2021-2022,Tazewell County,51185,940,Graham High,61
2021-2022,Tazewell County,51185,960,Graham Intermediate,38
2021-2022,Tazewell County,51185,10,Graham Middle,69
2021-2022,Tazewell County,51185,822,Richlands Elementary,111
2021-2022,Tazewell County,51185,821,Richlands High,141
2021-2022,Tazewell County,51185,823,Richlands Middle,75
2021-2022,Tazewell County,51185,890,Tazewell High,107
2021-2022,Tazewell County,51185,450,Tazewell Intermediate,68
2021-2022,Tazewell County,51185,100,Tazewell Middle,68
2021-2022,Tazewell County,51185,1030,Tazewell Primary,57
2021-2022,Virginia Beach City,51810,590,Alanton Elementary,81
2021-2022,Virginia Beach City,51810,550,Arrowhead Elementary,74
2021-2022,Virginia Beach City,51810,115,Bayside 6th Grade Campus,53
2021-2022,Virginia Beach City,51810,280,Bayside Elementary,84
2021-2022,Virginia Beach City,51810,530,Bayside High,265
2021-2022,Virginia Beach City,51810,700,Bayside Middle,105
2021-2022,Virginia Beach City,51810,60,Birdneck Elementary,137
2021-2022,Virginia Beach City,51810,790,Brandon Middle,149
2021-2022,Virginia Beach City,51810,630,Brookwood Elementary,88
2021-2022,Virginia Beach City,51810,40,Centerville Elementary,70
2021-2022,Virginia Beach City,51810,990,Christopher Farms Elementary,58
2021-2022,Virginia Beach City,51810,720,College Park Elementary,60
2021-2022,Virginia Beach City,51810,1041,Corporate Landing Elementary,90
2021-2022,Virginia Beach City,51810,980,Corporate Landing Middle,168
2021-2022,Virginia Beach City,51810,230,Creeds Elementary,32
2021-2022,Virginia Beach City,51810,106,Diamond Springs Elementary,65
2021-2022,Virginia Beach City,51810,780,Fairfield Elementary,73
2021-2022,Virginia Beach City,51810,610,First Colonial High,204
2021-2022,Virginia Beach City,51810,440,Floyd Kellam High,178
2021-2022,Virginia Beach City,51810,30,Frank W. Cox High,201
2021-2022,Virginia Beach City,51810,870,Glenwood Elementary,166
2021-2022,Virginia Beach City,51810,430,Great Neck Middle,118
2021-2022,Virginia Beach City,51810,1050,Green Run Collegiate,28
2021-2022,Virginia Beach City,51810,770,Green Run Elementary,50
2021-2022,Virginia Beach City,51810,10,Green Run High,231
2021-2022,Virginia Beach City,51810,540,Hermitage Elementary,77
2021-2022,Virginia Beach City,51810,600,Holland Elementary,54
2021-2022,Virginia Beach City,51810,740,Independence Middle,194
2021-2022,Virginia Beach City,51810,800,Indian Lakes Elementary,73
2021-2022,Virginia Beach City,51810,360,John B. Dey Elementary,95
2021-2022,Virginia Beach City,51810,450,Kempsville Elementary,80
2021-2022,Virginia Beach City,51810,620,Kempsville High,218
2021-2022,Virginia Beach City,51810,410,Kempsville Meadows Elementary,65
2021-2022,Virginia Beach City,51810,690,Kempsville Middle,112
2021-2022,Virginia Beach City,51810,420,King's Grant Elementary,68
2021-2022,Virginia Beach City,51810,580,Kingston Elementary,49
2021-2022,Virginia Beach City,51810,932,Landstown Elementary,94
2021-2022,Virginia Beach City,51810,1030,Landstown High,220
2021-2022,Virginia Beach City,51810,931,Landstown Middle,175
2021-2022,Virginia Beach City,51810,970,Larkspur Middle,227
2021-2022,Virginia Beach City,51810,330,Linkhorn Park Elementary,82
2021-2022,Virginia Beach City,51810,460,Luxford Elementary,68
2021-2022,Virginia Beach City,51810,520,Lynnhaven Elementary,46
2021-2022,Virginia Beach City,51810,730,Lynnhaven Middle,145
2021-2022,Virginia Beach City,51810,500,Malibu Elementary,67
2021-2022,Virginia Beach City,51810,1020,New Castle Elementary,86
2021-2022,Virginia Beach City,51810,710,Newtown Elementary,71
2021-2022,Virginia Beach City,51810,760,North Landing Elementary,42
2021-2022,Virginia Beach City,51810,880,Ocean Lakes Elementary,67
2021-2022,Virginia Beach City,51810,960,Ocean Lakes High,206
2021-2022,Virginia Beach City,51810,80,Old Donation School,12
2021-2022,Virginia Beach City,51810,820,Parkway Elementary,51
2021-2022,Virginia Beach City,51810,490,Pembroke Elementary,149
2021-2022,Virginia Beach City,51810,660,Pembroke Meadows Elementary,61
2021-2022,Virginia Beach City,51810,640,Plaza Middle,116
2021-2022,Virginia Beach City,51810,680,Point O' View Elementary,118
2021-2022,Virginia Beach City,51810,340,Princess Anne Elementary,88
2021-2022,Virginia Beach City,51810,321,Princess Anne High,237
2021-2022,Virginia Beach City,51810,750,Princess Anne Middle,146
2021-2022,Virginia Beach City,51810,692,Providence Elementary,61
2021-2022,Virginia Beach City,51810,900,Red Mill Elementary,70
2021-2022,Virginia Beach City,51810,810,Rosemont Elementary,57
2021-2022,Virginia Beach City,51810,840,Rosemont Forest Elementary,54
2021-2022,Virginia Beach City,51810,830,Salem Elementary,49
2021-2022,Virginia Beach City,51810,850,Salem High,180
2021-2022,Virginia Beach City,51810,50,Salem Middle,122
2021-2022,Virginia Beach City,51810,290,Seatack Elementary an Achievable Dream Academy,37
2021-2022,Virginia Beach City,51810,300,Shelton Park Elementary,71
2021-2022,Virginia Beach City,51810,940,Strawbridge Elementary,52
2021-2022,Virginia Beach City,51810,910,Tallwood Elementary,75
2021-2022,Virginia Beach City,51810,920,Tallwood High,239
2021-2022,Virginia Beach City,51810,350,Thalia Elementary,41
2021-2022,Virginia Beach City,51810,400,Thoroughgood Elementary,67
2021-2022,Virginia Beach City,51810,100,Three Oaks Elementary,69
2021-2022,Virginia Beach City,51810,510,Trantwood Elementary,64
2021-2022,Virginia Beach City,51810,140,Virginia Beach Middle,84
2021-2022,Virginia Beach City,51810,130,W.T. Cooke Elementary,60
2021-2022,Virginia Beach City,51810,20,White Oaks Elementary,104
2021-2022,Virginia Beach City,51810,470,Williams Elementary,77
2021-2022,Virginia Beach City,51810,670,Windsor Oaks Elementary,60
2021-2022,Virginia Beach City,51810,560,Windsor Woods Elementary,98
2021-2022,Virginia Beach City,51810,390,Woodstock Elementary,77
2021-2022,Warren County,51187,90,A.S. Rhodes Elementary,14
2021-2022,Warren County,51187,140,E. Wilson Morrison Elementary,64
2021-2022,Warren County,51187,371,Hilda J. Barbour Elementary,49
2021-2022,Warren County,51187,20,Leslie Fox Keyser Elementary,68
2021-2022,Warren County,51187,240,Ressie Jeffries Elementary,75
2021-2022,Warren County,51187,250,Skyline High,116
2021-2022,Warren County,51187,260,Skyline Middle,78
2021-2022,Warren County,51187,230,Warren County High,130
2021-2022,Warren County,51187,280,Warren County Middle,70
2021-2022,Washington County,51191,1080,Abingdon Elementary,83
2021-2022,Washington County,51191,1030,Abingdon High,149
2021-2022,Washington County,51191,40,Damascus Middle,21
2021-2022,Washington County,51191,1110,E.B. Stanley Middle,106
2021-2022,Washington County,51191,1090,Glade Spring Middle,56
2021-2022,Washington County,51191,260,Greendale Elementary,54
2021-2022,Washington County,51191,1070,High Point Elementary,54
2021-2022,Washington County,51191,1060,Holston High,54
2021-2022,Washington County,51191,1040,John S. Battle High,90
2021-2022,Washington County,51191,20,Meadowview Elementary,110
2021-2022,Washington County,51191,1050,Patrick Henry High,73
2021-2022,Washington County,51191,50,Rhea Valley Elementary,62
2021-2022,Washington County,51191,1020,Valley Institute Elementary,54
2021-2022,Washington County,51191,620,Wallace Middle,60
2021-2022,Washington County,51191,70,Watauga Elementary,67
2021-2022,Waynesboro City,51820,650,Berkeley Glenn Elementary,31
2021-2022,Waynesboro City,51820,640,Kate Collins Middle,77
2021-2022,Waynesboro City,51820,620,Wayne Hills Center,30
2021-2022,Waynesboro City,51820,600,Waynesboro High,105
2021-2022,Waynesboro City,51820,580,Wenonah Elementary,22
2021-2022,Waynesboro City,51820,630,Westwood Hills Elementary,55
2021-2022,Waynesboro City,51820,751,William Perry Elementary,52
2021-2022,West Point,NA,280,West Point Elementary,46
2021-2022,West Point,NA,290,West Point Middle/High,52
2021-2022,Westmoreland County,51193,210,Cople Elementary,50
2021-2022,Westmoreland County,51193,300,Montross Middle,44
2021-2022,Westmoreland County,51193,120,Washington & Lee High,80
2021-2022,Westmoreland County,51193,310,Washington District Elementary,44
2021-2022,Williamsburg-James City County,NA,60,Berkeley Middle,100
2021-2022,Williamsburg-James City County,NA,40,Clara Byrd Baker Elementary,130
2021-2022,Williamsburg-James City County,NA,80,D.J. Montague Elementary,87
2021-2022,Williamsburg-James City County,NA,190,J. Blaine Blayton Elementary,122
2021-2022,Williamsburg-James City County,NA,25,James Blair Middle,88
2021-2022,Williamsburg-James City County,NA,201,James River Elementary,59
2021-2022,Williamsburg-James City County,NA,202,Jamestown High,150
2021-2022,Williamsburg-James City County,NA,90,Lafayette High,171
2021-2022,Williamsburg-James City County,NA,50,Laurel Lane Elementary,96
2021-2022,Williamsburg-James City County,NA,191,Lois Hornsby Middle,133
2021-2022,Williamsburg-James City County,NA,205,Matoaka Elementary,96
2021-2022,Williamsburg-James City County,NA,10,Matthew Whaley Elementary,82
2021-2022,Williamsburg-James City County,NA,70,Norge Elementary,144
2021-2022,Williamsburg-James City County,NA,203,Stonehouse Elementary,129
2021-2022,Williamsburg-James City County,NA,100,Toano Middle,93
2021-2022,Williamsburg-James City County,NA,204,Warhill High,233
2021-2022,Winchester City,51840,75,Daniel Morgan Intermediate,112
2021-2022,Winchester City,51840,70,Daniel Morgan Middle,111
2021-2022,Winchester City,51840,80,Frederick Douglass Elementary,49
2021-2022,Winchester City,51840,50,Garland R. Quarles Elementary,44
2021-2022,Winchester City,51840,40,John Handley High,203
2021-2022,Winchester City,51840,90,John Kerr Elementary,57
2021-2022,Winchester City,51840,20,Virginia Avenue Charlotte Dehart Elementary,32
2021-2022,Wise County,51195,1000,Central High,109
2021-2022,Wise County,51195,651,Coeburn Middle,47
2021-2022,Wise County,51195,653,Coeburn Primary,59
2021-2022,Wise County,51195,652,Eastside High,70
2021-2022,Wise County,51195,73,J.W. Adams Combined,90
2021-2022,Wise County,51195,320,L.F. Addington Middle,74
2021-2022,Wise County,51195,871,St. Paul Elementary,54
2021-2022,Wise County,51195,1010,Union High,78
2021-2022,Wise County,51195,1013,Union Middle,80
2021-2022,Wise County,51195,1012,Union Primary,109
2021-2022,Wise County,51195,1020,Wise Primary,95
2021-2022,Wythe County,51197,760,Fort Chiswell High,55
2021-2022,Wythe County,51197,1073,Fort Chiswell Middle,44
2021-2022,Wythe County,51197,721,George Wythe High,54
2021-2022,Wythe County,51197,730,Jackson Memorial Elementary,34
2021-2022,Wythe County,51197,100,Max Meadows Elementary,60
2021-2022,Wythe County,51197,201,Rural Retreat Elementary,42
2021-2022,Wythe County,51197,202,Rural Retreat High,25
2021-2022,Wythe County,51197,1074,Rural Retreat Middle,22
2021-2022,Wythe County,51197,1075,Scott Memorial Middle,60
2021-2022,Wythe County,51197,740,Sheffey Elementary,25
2021-2022,Wythe County,51197,440,Speedwell Elementary,26
2021-2022,Wythe County,51197,190,Spiller Elementary,134
2021-2022,York County,51199,180,Bethel Manor Elementary,87
2021-2022,York County,51199,20,Bruton High,80
2021-2022,York County,51199,90,Coventry Elementary,81
2021-2022,York County,51199,160,Dare Elementary,55
2021-2022,York County,51199,140,Grafton Bethel Elementary,100
2021-2022,York County,51199,332,Grafton High,116
2021-2022,York County,51199,333,Grafton Middle,112
2021-2022,York County,51199,10,Magruder Elementary,82
2021-2022,York County,51199,10,Matthew Fontaine Maury High,<
2021-2022,York County,51199,80,Mount Vernon Elementary,46
2021-2022,York County,51199,200,Queens Lake Middle,70
2021-2022,York County,51199,170,Seaford Elementary,52
2021-2022,York County,51199,50,Tabb Elementary,49
