School Year,Division Name,fips_code,School Number,School Name,Total Count
2022-2023,Richmond City,51760,1100,Broad Rock Elementary,61
2022-2023,Richmond City,51760,1440,Cardinal Elementary,47
2022-2023,Richmond City,51760,830,Chimborazo Elementary,31
2022-2023,Richmond City,51760,1400,Elizabeth D. Redd Elementary,46
2022-2023,Richmond City,51760,710,Fairfield Court Elementary,26
2022-2023,Richmond City,51760,621,Franklin Military Academy,10
2022-2023,Richmond City,51760,1470,G.H. Reid Elementary,46
2022-2023,Richmond City,51760,311,George W. Carver Elementary,41
2022-2023,Richmond City,51760,741,George Wythe High,169
2022-2023,Richmond City,51760,230,Ginter Park Elementary,54
2022-2023,Richmond City,51760,470,Henderson Middle,86
2022-2023,Richmond City,51760,290,Henry Marsh III Elementary,52
2022-2023,Richmond City,51760,1510,Huguenot High,189
2022-2023,Richmond City,51760,1640,J.B. Fisher Elementary,33
2022-2023,Richmond City,51760,3115,J.H. Blackwell Preschool,32
2022-2023,Richmond City,51760,1710,J.L. Francis Elementary,54
2022-2023,Richmond City,51760,600,John B. Cary Elementary,29
2022-2023,Richmond City,51760,730,John Marshall High,127
2022-2023,Richmond City,51760,3106,Linwood Holton Elementary,82
2022-2023,Richmond City,51760,3105,Lucille M. Brown Middle,89
2022-2023,Richmond City,51760,3114,Marry Scott Preschool,<
2022-2023,Richmond City,51760,771,Martin Luther King Jr. Early Learning Center,<
2022-2023,Richmond City,51760,770,Martin Luther King Jr. Middle,109
2022-2023,Richmond City,51760,580,Mary Munford Elementary,56
2022-2023,Richmond City,51760,690,Maymont Pre-K Center,46
2022-2023,Richmond City,51760,3107,Miles Jones Elementary,56
2022-2023,Richmond City,51760,330,Oak Grove/Bellemeade Elementary,61
2022-2023,Richmond City,51760,90,Open High,<
2022-2023,Richmond City,51760,130,Overby-Sheppard Elementary,42
2022-2023,Richmond City,51760,3119,Patrick Henry School Of Science And Arts,31
2022-2023,Richmond City,51760,3110,Richmond Alternative,52
2022-2023,Richmond City,51760,3200,Richmond Career Education and Employment Charter School,29
2022-2023,Richmond City,51760,452,Richmond Community High,<
2022-2023,Richmond City,51760,3113,Richmond Community Preschool,<
2022-2023,Richmond City,51760,1631,River City Middle,115
2022-2023,Richmond City,51760,1480,Southampton Elementary,46
2022-2023,Richmond City,51760,511,Summer Hill Preschool Center,21
2022-2023,Richmond City,51760,210,Swansboro Elementary,15
2022-2023,Richmond City,51760,480,Thomas C. Boushall Middle,89
2022-2023,Richmond City,51760,20,Thomas Jefferson High,130
2022-2023,Richmond City,51760,660,Westover Hills Elementary,48
2022-2023,Richmond City,51760,200,William Fox Elementary,35
2022-2023,Richmond City,51760,650,Woodville Elementary,37
2022-2023,Richmond County,51159,210,Rappahannock High,66
2022-2023,Richmond County,51159,20,Richmond County Elementary,124
2022-2023,Roanoke City,51770,280,Addison Aerospace Magnet Middle,112
2022-2023,Roanoke City,51770,210,Breckinridge Middle,91
2022-2023,Roanoke City,51770,20,Crystal Spring Elementary,48
2022-2023,Roanoke City,51770,410,Fairview Elementary,67
2022-2023,Roanoke City,51770,50,Fallon Park Elementary,87
2022-2023,Roanoke City,51770,380,Fishburn Park Elementary,69
2022-2023,Roanoke City,51770,300,Garden City Elementary,77
2022-2023,Roanoke City,51770,310,Grandin Court Elementary,44
2022-2023,Roanoke City,51770,110,Highland Park Elementary,40
2022-2023,Roanoke City,51770,420,Hurt Park Elementary,51
2022-2023,Roanoke City,51770,450,James Madison Middle,100
2022-2023,Roanoke City,51770,230,John P. Fishwick Middle,67
2022-2023,Roanoke City,51770,340,Lincoln Terrace Elementary,49
2022-2023,Roanoke City,51770,370,Monterey Elementary,77
2022-2023,Roanoke City,51770,60,Morningside Elementary,51
2022-2023,Roanoke City,51770,390,Patrick Henry High,349
2022-2023,Roanoke City,51770,240,Preston Park Elementary,60
2022-2023,Roanoke City,51770,220,Roanoke Academy For Mathematics & Science Elementary,132
2022-2023,Roanoke City,51770,320,Round Hill Elementary,86
2022-2023,Roanoke City,51770,70,Virginia Heights Elementary,47
2022-2023,Roanoke City,51770,90,Wasena Elementary,34
2022-2023,Roanoke City,51770,350,Westside Elementary,102
2022-2023,Roanoke City,51770,400,William Fleming High,281
2022-2023,Roanoke City,51770,150,Woodrow Wilson Middle,119
2022-2023,Roanoke County,51161,420,Back Creek Elementary,64
2022-2023,Roanoke County,51161,752,Bonsack Elementary,48
2022-2023,Roanoke County,51161,180,Burlington Elementary,89
2022-2023,Roanoke County,51161,560,Cave Spring Elementary,93
2022-2023,Roanoke County,51161,470,Cave Spring High,129
2022-2023,Roanoke County,51161,620,Cave Spring Middle,112
2022-2023,Roanoke County,51161,330,Clearbrook Elementary,62
2022-2023,Roanoke County,51161,40,Fort Lewis Elementary,51
2022-2023,Roanoke County,51161,650,Glen Cove Elementary,71
2022-2023,Roanoke County,51161,490,Glenvar Elementary,81
2022-2023,Roanoke County,51161,610,Glenvar High,104
2022-2023,Roanoke County,51161,751,Glenvar Middle,96
2022-2023,Roanoke County,51161,600,Green Valley Elementary,92
2022-2023,Roanoke County,51161,540,Herman L. Horn Elementary,86
2022-2023,Roanoke County,51161,754,Hidden Valley High,91
2022-2023,Roanoke County,51161,10,Hidden Valley Middle,76
2022-2023,Roanoke County,51161,530,Mason's Cove Elementary,65
2022-2023,Roanoke County,51161,290,Mount Pleasant Elementary,68
2022-2023,Roanoke County,51161,500,Mountain View Elementary,65
2022-2023,Roanoke County,51161,520,Northside High,136
2022-2023,Roanoke County,51161,640,Northside Middle,106
2022-2023,Roanoke County,51161,480,Oak Grove Elementary,71
2022-2023,Roanoke County,51161,50,Penn Forest Elementary,65
2022-2023,Roanoke County,51161,60,W.E. Cundiff Elementary,100
2022-2023,Roanoke County,51161,630,William Byrd High,166
2022-2023,Roanoke County,51161,232,William Byrd Middle,150
2022-2023,Rockbridge County,51163,650,Central Elementary,89
2022-2023,Rockbridge County,51163,150,Fairfield Elementary,39
2022-2023,Rockbridge County,51163,678,Maury River Middle,75
2022-2023,Rockbridge County,51163,340,Mountain View Elementary,34
2022-2023,Rockbridge County,51163,641,Natural Bridge Elementary,33
2022-2023,Rockbridge County,51163,22,Rockbridge County High,110
2022-2023,Rockingham County,51165,870,Broadway High,116
2022-2023,Rockingham County,51165,861,Cub Run Elementary,45
2022-2023,Rockingham County,51165,391,East Rockingham High,96
2022-2023,Rockingham County,51165,400,Elkton Elementary,48
2022-2023,Rockingham County,51165,900,Elkton Middle,78
2022-2023,Rockingham County,51165,940,Fulks Run Elementary,12
2022-2023,Rockingham County,51165,960,J. Frank Hillyard Middle,75
2022-2023,Rockingham County,51165,1071,John C. Myers Elementary,62
2022-2023,Rockingham County,51165,970,John W. Wayland Elementary,66
2022-2023,Rockingham County,51165,500,Lacey Spring Elementary,37
2022-2023,Rockingham County,51165,360,Linville-Edom Elementary,15
2022-2023,Rockingham County,51165,600,McGaheysville Elementary,36
2022-2023,Rockingham County,51165,860,Montevideo Middle,46
2022-2023,Rockingham County,51165,520,Mountain View Elementary,43
2022-2023,Rockingham County,51165,920,Ottobine Elementary,24
2022-2023,Rockingham County,51165,1073,Peak View Elementary,69
2022-2023,Rockingham County,51165,10,Plains Elementary,64
2022-2023,Rockingham County,51165,950,Pleasant Valley Elementary,26
2022-2023,Rockingham County,51165,390,River Bend Elementary,72
2022-2023,Rockingham County,51165,830,South River Elementary,41
2022-2023,Rockingham County,51165,20,Spotswood High,105
2022-2023,Rockingham County,51165,850,Turner Ashby High,93
2022-2023,Rockingham County,51165,890,Wilbur S. Pence Middle,56
2022-2023,Russell County,51167,580,Belfast Elementary,12
2022-2023,Russell County,51167,792,Castlewood Elementary,39
2022-2023,Russell County,51167,791,Castlewood High,43
2022-2023,Russell County,51167,820,Copper Creek Elementary,16
2022-2023,Russell County,51167,890,Honaker Elementary,79
2022-2023,Russell County,51167,540,Honaker High,52
2022-2023,Russell County,51167,410,Lebanon Elementary,53
2022-2023,Russell County,51167,140,Lebanon High,71
2022-2023,Russell County,51167,902,Lebanon Middle,45
2022-2023,Russell County,51167,390,Lebanon Primary,48
2022-2023,Russell County,51167,710,Swords Creek Elementary,<
2022-2023,Salem City,51775,100,Andrew Lewis Middle,135
2022-2023,Salem City,51775,550,East Salem Elementary,90
2022-2023,Salem City,51775,90,G.W. Carver Elementary,71
2022-2023,Salem City,51775,70,Salem High,171
2022-2023,Salem City,51775,580,South Salem Elementary,91
2022-2023,Salem City,51775,460,West Salem Elementary,82
2022-2023,Scott County,51169,750,Duffield-Pattonsville Primary,60
2022-2023,Scott County,51169,42,Dungannon Elementary School,15
2022-2023,Scott County,51169,102,Fort Blackmore Primary,59
2022-2023,Scott County,51169,770,Gate City High,88
2022-2023,Scott County,51169,771,Gate City Middle,52
2022-2023,Scott County,51169,670,Hilton Elementary,27
2022-2023,Scott County,51169,220,Nickelsville Elementary,71
2022-2023,Scott County,51169,260,Rye Cove High,46
2022-2023,Scott County,51169,20,Rye Cove Intermediate,43
2022-2023,Scott County,51169,641,Shoemaker Elementary,117
2022-2023,Scott County,51169,780,Twin Springs High,46
2022-2023,Scott County,51169,772,Virginia Connections Academy,58
2022-2023,Scott County,51169,740,Weber City Elementary,64
2022-2023,Scott County,51169,790,Yuma Elementary,41
2022-2023,Shenandoah County,51171,780,Central High,115
2022-2023,Shenandoah County,51171,820,Honey Run Elementary,112
2022-2023,Shenandoah County,51171,790,Mountain View High,97
2022-2023,Shenandoah County,51171,40,North Fork Middle,53
2022-2023,Shenandoah County,51171,30,Peter Muhlenberg Middle,80
2022-2023,Shenandoah County,51171,810,Sandy Hook Elementary,121
2022-2023,Shenandoah County,51171,50,Signal Knob Middle,59
2022-2023,Shenandoah County,51171,770,Strasburg High,77
2022-2023,Shenandoah County,51171,20,W.W. Robinson Elementary,185
2022-2023,Smyth County,51173,290,Atkins Elementary,49
2022-2023,Smyth County,51173,730,Chilhowie Elementary,88
2022-2023,Smyth County,51173,460,Chilhowie High,41
2022-2023,Smyth County,51173,851,Chilhowie Middle,33
2022-2023,Smyth County,51173,710,Marion Elementary,56
2022-2023,Smyth County,51173,680,Marion Middle,65
2022-2023,Smyth County,51173,700,Marion Senior High,113
2022-2023,Smyth County,51173,250,Northwood High,41
2022-2023,Smyth County,51173,120,Northwood Middle,25
2022-2023,Smyth County,51173,690,Oak Point Elementary,110
2022-2023,Smyth County,51173,720,Rich Valley Elementary,17
2022-2023,Smyth County,51173,740,Saltville Elementary,38
2022-2023,Smyth County,51173,555,Sugar Grove Elementary,18
2022-2023,Southampton County,51175,710,Capron Elementary,17
2022-2023,Southampton County,51175,20,Meherrin Elementary,45
2022-2023,Southampton County,51175,10,Nottoway Elementary,29
2022-2023,Southampton County,51175,780,Riverdale Elementary,59
2022-2023,Southampton County,51175,690,Southampton High,106
2022-2023,Southampton County,51175,700,Southampton Middle,90
2022-2023,Spotsylvania County,51177,10,Battlefield Elementary,95
2022-2023,Spotsylvania County,51177,50,Battlefield Middle,106
2022-2023,Spotsylvania County,51177,340,Berkeley Elementary,71
2022-2023,Spotsylvania County,51177,400,Brock Road Elementary,114
2022-2023,Spotsylvania County,51177,511,Cedar Forest Elementary,121
2022-2023,Spotsylvania County,51177,40,Chancellor Elementary,59
2022-2023,Spotsylvania County,51177,381,Chancellor High,201
2022-2023,Spotsylvania County,51177,382,Chancellor Middle,118
2022-2023,Spotsylvania County,51177,501,Courthouse Road Elementary,161
2022-2023,Spotsylvania County,51177,22,Courtland Elementary,117
2022-2023,Spotsylvania County,51177,20,Courtland High,199
2022-2023,Spotsylvania County,51177,509,Freedom Middle,156
2022-2023,Spotsylvania County,51177,507,Harrison Road Elementary,129
2022-2023,Spotsylvania County,51177,30,Lee Hill Elementary,93
2022-2023,Spotsylvania County,51177,350,Livingston Elementary,61
2022-2023,Spotsylvania County,51177,506,Massaponax High,268
2022-2023,Spotsylvania County,51177,505,Ni River Middle,129
2022-2023,Spotsylvania County,51177,508,Parkside Elementary,133
2022-2023,Spotsylvania County,51177,220,Post Oak Middle,100
2022-2023,Spotsylvania County,51177,510,Riverbend High,273
2022-2023,Spotsylvania County,51177,503,Riverview Elementary,121
2022-2023,Spotsylvania County,51177,60,Salem Elementary,87
2022-2023,Spotsylvania County,51177,390,Smith Station Elementary,125
2022-2023,Spotsylvania County,51177,360,Spotswood Elementary,53
2022-2023,Spotsylvania County,51177,130,Spotsylvania Elementary,76
2022-2023,Spotsylvania County,51177,370,Spotsylvania High,201
2022-2023,Spotsylvania County,51177,330,Spotsylvania Middle,141
2022-2023,Spotsylvania County,51177,502,Thornburg Middle,110
2022-2023,Spotsylvania County,51177,504,Wilderness Elementary,123
2022-2023,Stafford County,51179,40,Andrew G. Wright Middle,106
2022-2023,Stafford County,51179,260,Anne E. Moncure Elementary,89
2022-2023,Stafford County,51179,433,Anthony Burns Elementary,102
2022-2023,Stafford County,51179,421,Brooke Point High,292
2022-2023,Stafford County,51179,424,Colonial Forge High,274
2022-2023,Stafford County,51179,431,Conway Elementary,77
2022-2023,Stafford County,51179,432,Donald B. Dixon-Lyle R. Smith Middle,110
2022-2023,Stafford County,51179,10,Edward E. Drew Jr. Middle,84
2022-2023,Stafford County,51179,280,Falmouth Elementary,97
2022-2023,Stafford County,51179,230,Ferry Farm Elementary,79
2022-2023,Stafford County,51179,41,Garrisonville Elementary,86
2022-2023,Stafford County,51179,270,Grafton Village Elementary,103
2022-2023,Stafford County,51179,422,H.H. Poole Middle,121
2022-2023,Stafford County,51179,320,Hampton Oaks Elementary,115
2022-2023,Stafford County,51179,250,Hartwood Elementary,94
2022-2023,Stafford County,51179,427,Kate Waller Barrett Elementary,90
2022-2023,Stafford County,51179,429,Margaret Brent Elementary,100
2022-2023,Stafford County,51179,430,Mountain View High,266
2022-2023,Stafford County,51179,30,North Stafford High,251
2022-2023,Stafford County,51179,992,North Star Early Childhood Education Center,118
2022-2023,Stafford County,51179,300,Park Ridge Elementary,95
2022-2023,Stafford County,51179,920,Rising Star Early Childhood Education Center at Melchers,138
2022-2023,Stafford County,51179,60,Rockhill Elementary,118
2022-2023,Stafford County,51179,425,Rocky Run Elementary,99
2022-2023,Stafford County,51179,426,Rodney E. Thompson Middle,112
2022-2023,Stafford County,51179,440,Shirley C. Heim Middle,124
2022-2023,Stafford County,51179,111,Stafford Elementary,90
2022-2023,Stafford County,51179,112,Stafford Middle,151
2022-2023,Stafford County,51179,20,Stafford Senior High,298
2022-2023,Stafford County,51179,162,T. Benton Gayle Middle,129
2022-2023,Stafford County,51179,50,Widewater Elementary,58
2022-2023,Stafford County,51179,423,Winding Creek Elementary,103
2022-2023,Staunton City,51790,40,Arthur R. Ware Elementary,48
2022-2023,Staunton City,51790,70,Bessie Weller Elementary,46
2022-2023,Staunton City,51790,110,Shelburne Middle,81
2022-2023,Staunton City,51790,41,Staunton City School PreSchool Programs,45
2022-2023,Staunton City,51790,30,Staunton High,118
2022-2023,Staunton City,51790,90,Thomas C. McSwain Elementary,38
2022-2023,Suffolk City,51800,50,Booker T. Washington Elementary,49
2022-2023,Suffolk City,51800,397,Colonel Fred Cherry Middle,68
2022-2023,Suffolk City,51800,440,Creekside Elementary,80
2022-2023,Suffolk City,51800,210,Elephant's Fork Elementary,79
2022-2023,Suffolk City,51800,90,Florence Bowser Elementary,86
2022-2023,Suffolk City,51800,390,Forest Glen Middle,65
2022-2023,Suffolk City,51800,450,Hillpoint Elementary,89
2022-2023,Suffolk City,51800,370,John F. Kennedy Middle,82
2022-2023,Suffolk City,51800,380,John Yeates Middle,55
2022-2023,Suffolk City,51800,230,Kilby Shores Elementary,61
2022-2023,Suffolk City,51800,395,King's Fork High,256
2022-2023,Suffolk City,51800,393,King's Fork Middle,148
2022-2023,Suffolk City,51800,300,Lakeland High,176
2022-2023,Suffolk City,51800,330,Mack Benn Jr. Elementary,70
2022-2023,Suffolk City,51800,220,Nansemond Parkway Elementary,52
2022-2023,Suffolk City,51800,240,Nansemond River High,206
2022-2023,Suffolk City,51800,391,Northern Shores Elementary,95
2022-2023,Suffolk City,51800,70,Oakland Elementary,52
2022-2023,Suffolk City,51800,47,Southwestern Elementary,62
2022-2023,Surry County,51181,30,Luther P. Jackson Middle,43
2022-2023,Surry County,51181,10,Surry County High,46
2022-2023,Surry County,51181,20,Surry Elementary,49
2022-2023,Sussex County,51183,483,Sussex Central Elementary,57
2022-2023,Sussex County,51183,340,Sussex Central High,37
2022-2023,Sussex County,51183,482,Sussex Central Middle,33
2022-2023,Tazewell County,51185,1020,Abb's Valley-Boissevain Elementary,20
2022-2023,Tazewell County,51185,830,Cedar Bluff Elementary,46
2022-2023,Tazewell County,51185,750,Dudley Primary,55
2022-2023,Tazewell County,51185,940,Graham High,76
2022-2023,Tazewell County,51185,960,Graham Intermediate,58
2022-2023,Tazewell County,51185,10,Graham Middle,64
2022-2023,Tazewell County,51185,822,Richlands Elementary,121
2022-2023,Tazewell County,51185,821,Richlands High,118
2022-2023,Tazewell County,51185,823,Richlands Middle,89
2022-2023,Tazewell County,51185,890,Tazewell High,106
2022-2023,Tazewell County,51185,450,Tazewell Intermediate,72
2022-2023,Tazewell County,51185,100,Tazewell Middle,65
2022-2023,Tazewell County,51185,1030,Tazewell Primary,66
2022-2023,Virginia Beach City,51810,590,Alanton Elementary,77
2022-2023,Virginia Beach City,51810,550,Arrowhead Elementary,79
2022-2023,Virginia Beach City,51810,115,Bayside 6th Grade Campus,50
2022-2023,Virginia Beach City,51810,280,Bayside Elementary,90
2022-2023,Virginia Beach City,51810,530,Bayside High,267
2022-2023,Virginia Beach City,51810,700,Bayside Middle,108
2022-2023,Virginia Beach City,51810,60,Birdneck Elementary,150
2022-2023,Virginia Beach City,51810,790,Brandon Middle,142
2022-2023,Virginia Beach City,51810,630,Brookwood Elementary,79
2022-2023,Virginia Beach City,51810,40,Centerville Elementary,81
2022-2023,Virginia Beach City,51810,990,Christopher Farms Elementary,52
2022-2023,Virginia Beach City,51810,720,College Park Elementary,60
2022-2023,Virginia Beach City,51810,1041,Corporate Landing Elementary,109
2022-2023,Virginia Beach City,51810,980,Corporate Landing Middle,154
2022-2023,Virginia Beach City,51810,230,Creeds Elementary,37
2022-2023,Virginia Beach City,51810,106,Diamond Springs Elementary,63
2022-2023,Virginia Beach City,51810,780,Fairfield Elementary,62
2022-2023,Virginia Beach City,51810,610,First Colonial High,183
2022-2023,Virginia Beach City,51810,440,Floyd Kellam High,182
2022-2023,Virginia Beach City,51810,30,Frank W. Cox High,182
2022-2023,Virginia Beach City,51810,870,Glenwood Elementary,189
2022-2023,Virginia Beach City,51810,430,Great Neck Middle,118
2022-2023,Virginia Beach City,51810,1050,Green Run Collegiate,27
2022-2023,Virginia Beach City,51810,770,Green Run Elementary,66
2022-2023,Virginia Beach City,51810,10,Green Run High,243
2022-2023,Virginia Beach City,51810,540,Hermitage Elementary,71
2022-2023,Virginia Beach City,51810,600,Holland Elementary,64
2022-2023,Virginia Beach City,51810,740,Independence Middle,170
2022-2023,Virginia Beach City,51810,800,Indian Lakes Elementary,79
2022-2023,Virginia Beach City,51810,360,John B. Dey Elementary,85
2022-2023,Virginia Beach City,51810,450,Kempsville Elementary,84
2022-2023,Virginia Beach City,51810,620,Kempsville High,222
2022-2023,Virginia Beach City,51810,410,Kempsville Meadows Elementary,70
2022-2023,Virginia Beach City,51810,690,Kempsville Middle,115
2022-2023,Virginia Beach City,51810,420,King's Grant Elementary,59
2022-2023,Virginia Beach City,51810,580,Kingston Elementary,61
2022-2023,Virginia Beach City,51810,932,Landstown Elementary,103
2022-2023,Virginia Beach City,51810,1030,Landstown High,241
2022-2023,Virginia Beach City,51810,931,Landstown Middle,175
2022-2023,Virginia Beach City,51810,970,Larkspur Middle,237
2022-2023,Virginia Beach City,51810,330,Linkhorn Park Elementary,81
2022-2023,Virginia Beach City,51810,460,Luxford Elementary,72
2022-2023,Virginia Beach City,51810,520,Lynnhaven Elementary,53
2022-2023,Virginia Beach City,51810,730,Lynnhaven Middle,136
2022-2023,Virginia Beach City,51810,500,Malibu Elementary,76
2022-2023,Virginia Beach City,51810,1020,New Castle Elementary,89
2022-2023,Virginia Beach City,51810,710,Newtown Elementary,71
2022-2023,Virginia Beach City,51810,760,North Landing Elementary,50
2022-2023,Virginia Beach City,51810,880,Ocean Lakes Elementary,68
2022-2023,Virginia Beach City,51810,960,Ocean Lakes High,203
2022-2023,Virginia Beach City,51810,80,Old Donation School,12
2022-2023,Virginia Beach City,51810,820,Parkway Elementary,59
2022-2023,Virginia Beach City,51810,490,Pembroke Elementary,176
2022-2023,Virginia Beach City,51810,660,Pembroke Meadows Elementary,61
2022-2023,Virginia Beach City,51810,640,Plaza Middle,124
2022-2023,Virginia Beach City,51810,680,Point O' View Elementary,98
2022-2023,Virginia Beach City,51810,340,Princess Anne Elementary,93
2022-2023,Virginia Beach City,51810,321,Princess Anne High,250
2022-2023,Virginia Beach City,51810,750,Princess Anne Middle,158
2022-2023,Virginia Beach City,51810,692,Providence Elementary,70
2022-2023,Virginia Beach City,51810,900,Red Mill Elementary,67
2022-2023,Virginia Beach City,51810,810,Rosemont Elementary,58
2022-2023,Virginia Beach City,51810,840,Rosemont Forest Elementary,54
2022-2023,Virginia Beach City,51810,830,Salem Elementary,55
2022-2023,Virginia Beach City,51810,850,Salem High,179
2022-2023,Virginia Beach City,51810,50,Salem Middle,128
2022-2023,Virginia Beach City,51810,290,Seatack Elementary an Achievable Dream Academy,38
2022-2023,Virginia Beach City,51810,300,Shelton Park Elementary,67
2022-2023,Virginia Beach City,51810,940,Strawbridge Elementary,60
2022-2023,Virginia Beach City,51810,910,Tallwood Elementary,98
2022-2023,Virginia Beach City,51810,920,Tallwood High,247
2022-2023,Virginia Beach City,51810,350,Thalia Elementary,77
2022-2023,Virginia Beach City,51810,400,Thoroughgood Elementary,74
2022-2023,Virginia Beach City,51810,100,Three Oaks Elementary,73
2022-2023,Virginia Beach City,51810,510,Trantwood Elementary,58
2022-2023,Virginia Beach City,51810,140,Virginia Beach Middle,76
2022-2023,Virginia Beach City,51810,130,W.T. Cooke Elementary,58
2022-2023,Virginia Beach City,51810,20,White Oaks Elementary,119
2022-2023,Virginia Beach City,51810,470,Williams Elementary,78
2022-2023,Virginia Beach City,51810,670,Windsor Oaks Elementary,64
2022-2023,Virginia Beach City,51810,560,Windsor Woods Elementary,103
2022-2023,Virginia Beach City,51810,390,Woodstock Elementary,85
2022-2023,Warren County,51187,90,A.S. Rhodes Elementary,28
2022-2023,Warren County,51187,140,E. Wilson Morrison Elementary,67
2022-2023,Warren County,51187,371,Hilda J. Barbour Elementary,51
2022-2023,Warren County,51187,20,Leslie Fox Keyser Elementary,59
2022-2023,Warren County,51187,240,Ressie Jeffries Elementary,77
2022-2023,Warren County,51187,250,Skyline High,119
2022-2023,Warren County,51187,260,Skyline Middle,69
2022-2023,Warren County,51187,230,Warren County High,122
2022-2023,Warren County,51187,280,Warren County Middle,68
2022-2023,Washington County,51191,1080,Abingdon Elementary,84
2022-2023,Washington County,51191,1030,Abingdon High,156
2022-2023,Washington County,51191,40,Damascus Middle,25
2022-2023,Washington County,51191,1110,E.B. Stanley Middle,109
2022-2023,Washington County,51191,1090,Glade Spring Middle,60
2022-2023,Washington County,51191,260,Greendale Elementary,61
2022-2023,Washington County,51191,1070,High Point Elementary,77
2022-2023,Washington County,51191,1060,Holston High,50
2022-2023,Washington County,51191,1040,John S. Battle High,92
2022-2023,Washington County,51191,20,Meadowview Elementary,133
2022-2023,Washington County,51191,1050,Patrick Henry High,73
2022-2023,Washington County,51191,50,Rhea Valley Elementary,82
2022-2023,Washington County,51191,1020,Valley Institute Elementary,61
2022-2023,Washington County,51191,620,Wallace Middle,60
2022-2023,Washington County,51191,70,Watauga Elementary,74
2022-2023,Waynesboro City,51820,650,Berkeley Glenn Elementary,30
2022-2023,Waynesboro City,51820,640,Kate Collins Middle,74
2022-2023,Waynesboro City,51820,620,Wayne Hills Center,30
2022-2023,Waynesboro City,51820,600,Waynesboro High,105
2022-2023,Waynesboro City,51820,580,Wenonah Elementary,25
2022-2023,Waynesboro City,51820,630,Westwood Hills Elementary,62
2022-2023,Waynesboro City,51820,751,William Perry Elementary,58
2022-2023,Westmoreland County,51193,210,Cople Elementary,57
2022-2023,Westmoreland County,51193,300,Montross Middle,35
2022-2023,Westmoreland County,51193,310,Washington District Elementary,61
2022-2023,Westmoreland County,51193,120,Westmoreland High,80
2022-2023,Winchester City,51840,75,Daniel Morgan Intermediate,89
2022-2023,Winchester City,51840,70,Daniel Morgan Middle,107
2022-2023,Winchester City,51840,80,Frederick Douglass Elementary,47
2022-2023,Winchester City,51840,50,Garland R. Quarles Elementary,46
2022-2023,Winchester City,51840,40,John Handley High,199
2022-2023,Winchester City,51840,90,John Kerr Elementary,62
2022-2023,Winchester City,51840,20,Virginia Avenue Charlotte Dehart Elementary,47
2022-2023,Wise County,51195,1000,Central High,102
2022-2023,Wise County,51195,651,Coeburn Middle,44
2022-2023,Wise County,51195,653,Coeburn Primary,79
2022-2023,Wise County,51195,652,Eastside High,67
2022-2023,Wise County,51195,73,J.W. Adams Combined,97
2022-2023,Wise County,51195,320,L.F. Addington Middle,68
2022-2023,Wise County,51195,871,St. Paul Elementary,53
2022-2023,Wise County,51195,1010,Union High,86
2022-2023,Wise County,51195,1013,Union Middle,76
2022-2023,Wise County,51195,1012,Union Primary,116
2022-2023,Wise County,51195,1020,Wise Primary,119
2022-2023,Wythe County,51197,760,Fort Chiswell High,59
2022-2023,Wythe County,51197,1073,Fort Chiswell Middle,42
2022-2023,Wythe County,51197,721,George Wythe High,69
2022-2023,Wythe County,51197,730,Jackson Memorial Elementary,41
2022-2023,Wythe County,51197,100,Max Meadows Elementary,73
2022-2023,Wythe County,51197,201,Rural Retreat Elementary,44
2022-2023,Wythe County,51197,202,Rural Retreat High,18
2022-2023,Wythe County,51197,1074,Rural Retreat Middle,22
2022-2023,Wythe County,51197,1075,Scott Memorial Middle,62
2022-2023,Wythe County,51197,740,Sheffey Elementary,34
2022-2023,Wythe County,51197,440,Speedwell Elementary,35
2022-2023,Wythe County,51197,190,Spiller Elementary,162
2022-2023,York County,51199,180,Bethel Manor Elementary,98
2022-2023,York County,51199,20,Bruton High,83
2022-2023,York County,51199,90,Coventry Elementary,63
2022-2023,York County,51199,160,Dare Elementary,42
2022-2023,York County,51199,140,Grafton Bethel Elementary,94
2022-2023,York County,51199,332,Grafton High,113
2022-2023,York County,51199,333,Grafton Middle,114
2022-2023,York County,51199,10,Magruder Elementary,95
2022-2023,York County,51199,80,Mount Vernon Elementary,61
2022-2023,York County,51199,200,Queens Lake Middle,77
2022-2023,York County,51199,170,Seaford Elementary,50
2022-2023,York County,51199,50,Tabb Elementary,69
2022-2023,York County,51199,230,Tabb High,121
2022-2023,York County,51199,190,Tabb Middle,97
2022-2023,York County,51199,220,Waller Mill Elementary,48
2022-2023,York County,51199,30,York High,119
2022-2023,York County,51199,335,York River Academy,25
2022-2023,York County,51199,210,Yorktown Elementary,80
2022-2023,York County,51199,60,Yorktown Middle,71
