Year,Condition,Geography Level,Geography Value,FIPS,Annual Case Count,Incidence Rate
2024,Campylobacteriosis,Locality,Covington,51580,3,54.1
2024,Campylobacteriosis,Locality,Danville,51590,5,12
2024,Campylobacteriosis,Locality,Emporia,51595,0,0
2024,Campylobacteriosis,Locality,Fairfax City,51600,9,35.8
2024,Campylobacteriosis,Locality,Falls Church,51610,4,27.2
2024,Campylobacteriosis,Locality,Franklin City,51620,1,12
2024,"Haemophilus influenzae, invasive",Locality,Poquoson,51735,0,0
2024,Campylobacteriosis,Locality,Fredericksburg,51630,5,17.3
2024,"Haemophilus influenzae, invasive",Locality,Portsmouth,51740,1,1
2024,Campylobacteriosis,Locality,Galax,51640,1,14.9
2024,"Haemophilus influenzae, invasive",Locality,Radford,51750,0,0
2024,Campylobacteriosis,Locality,Hampton,51650,18,13.1
2024,"Haemophilus influenzae, invasive",Locality,Richmond City,51760,6,2.6
2024,Campylobacteriosis,Locality,Harrisonburg,51660,23,45
2024,"Haemophilus influenzae, invasive",Locality,Roanoke City,51770,1,1
2024,"Haemophilus influenzae, invasive",Locality,Salem,51775,0,0
2024,Campylobacteriosis,Locality,Hopewell,51670,2,8.8
2024,"Haemophilus influenzae, invasive",Locality,Staunton,51790,0,0
2024,Campylobacteriosis,Locality,Lexington,51678,4,53.1
2024,"Haemophilus influenzae, invasive",Locality,Suffolk,51800,1,1
2024,Campylobacteriosis,Locality,Lynchburg,51680,10,12.6
2024,Leprosy/Hansen’s disease,State,Virginia,NA,0,0
2024,"Haemophilus influenzae, invasive",Locality,Virginia Beach,51810,14,3.1
2024,Campylobacteriosis,Locality,Manassas City,51683,18,42.2
2024,Leptospirosis,Health Planning Region,Central,NA,0,0
2024,"Haemophilus influenzae, invasive",Locality,Waynesboro,51820,2,8.6
2024,Campylobacteriosis,Locality,Manassas Park,51685,2,12.2
2024,Leptospirosis,Health Planning Region,Eastern,NA,1,0.1
2024,"Haemophilus influenzae, invasive",Locality,Williamsburg,51830,0,0
2024,Campylobacteriosis,Locality,Martinsville,51690,2,14.5
2024,Leptospirosis,Health Planning Region,Northern,NA,0,0
2024,"Haemophilus influenzae, invasive",Locality,Winchester,51840,1,3.6
2024,Campylobacteriosis,Locality,Newport News,51700,23,12.6
2024,Leptospirosis,Health Planning Region,Northwest,NA,0,0
2024,"Haemophilus influenzae, invasive",State,Virginia,NA,206,2.4
2024,Campylobacteriosis,Locality,Norfolk,51710,33,14.3
2024,Leptospirosis,Health Planning Region,Southwest,NA,0,0
2024,Hantavirus pulmonary syndrome,Health Planning Region,Central,NA,0,0
2024,Campylobacteriosis,Locality,Norton,51720,2,57.3
2024,Leptospirosis,State,Virginia,NA,1,0
2024,Hantavirus pulmonary syndrome,Health Planning Region,Eastern,NA,0,0
2024,Listeriosis,Health Planning Region,Central,NA,7,0.5
2024,Campylobacteriosis,Locality,Petersburg,51730,6,18
2024,Hantavirus pulmonary syndrome,Health Planning Region,Northern,NA,0,0
2024,Listeriosis,Health Planning Region,Eastern,NA,14,0.7
2024,Campylobacteriosis,Locality,Poquoson,51735,3,23.7
2024,Hantavirus pulmonary syndrome,Health Planning Region,Northwest,NA,0,0
2024,Listeriosis,Health Planning Region,Northern,NA,10,0.4
2024,Campylobacteriosis,Locality,Portsmouth,51740,12,12.4
2024,Hantavirus pulmonary syndrome,Health Planning Region,Southwest,NA,0,0
2024,Listeriosis,Health Planning Region,Northwest,NA,8,0.6
2024,Hantavirus pulmonary syndrome,State,Virginia,NA,0,0
2024,Campylobacteriosis,Locality,Radford,51750,2,11.8
2024,Listeriosis,Health Planning Region,Southwest,NA,5,0.4
2024,Hemolytic uremic syndrome,Health Planning Region,Central,NA,0,0
2024,Campylobacteriosis,Locality,Richmond City,51760,57,24.9
2024,Listeriosis,State,Virginia,NA,44,0.5
2024,Hemolytic uremic syndrome,Health Planning Region,Eastern,NA,0,0
2024,Campylobacteriosis,Locality,Roanoke City,51770,13,13.4
2024,Lyme disease,Locality,Accomack,51001,4,12
2024,Hemolytic uremic syndrome,Health Planning Region,Northern,NA,2,0.1
2024,Campylobacteriosis,Locality,Salem,51775,5,19.5
2024,Lyme disease,Locality,Albemarle,51003,22,19
2024,Hemolytic uremic syndrome,Health Planning Region,Northwest,NA,8,0.6
2024,Campylobacteriosis,Locality,Staunton,51790,6,23.2
2024,Lyme disease,Locality,Alleghany,51005,3,20.6
2024,Hemolytic uremic syndrome,Health Planning Region,Southwest,NA,1,0.1
2024,Lyme disease,Locality,Amelia,51007,3,22.3
2024,Hemolytic uremic syndrome,State,Virginia,NA,11,0.1
2024,Campylobacteriosis,Locality,Suffolk,51800,21,20.9
2024,Lyme disease,Locality,Amherst,51009,7,22.3
2024,Hepatitis A,Locality,Accomack,51001,0,0
2024,Campylobacteriosis,Locality,Virginia Beach,51810,72,15.9
2024,Lyme disease,Locality,Appomattox,51011,4,23.7
2024,Hepatitis A,Locality,Albemarle,51003,1,0.9
2024,Campylobacteriosis,Locality,Waynesboro,51820,9,38.8
2024,Lyme disease,Locality,Arlington,51013,9,3.8
2024,Hepatitis A,Locality,Alleghany,51005,0,0
2024,Campylobacteriosis,Locality,Williamsburg,51830,6,37.9
2024,Lyme disease,Locality,Augusta,51015,35,44.7
2024,Hepatitis A,Locality,Amelia,51007,0,0
2024,Lyme disease,Locality,Bath,51017,5,123.4
2024,Hepatitis A,Locality,Amherst,51009,0,0
2024,Lyme disease,Locality,Bedford,51019,25,30.7
2024,Hepatitis A,Locality,Appomattox,51011,0,0
2024,Lyme disease,Locality,Bland,51021,2,32.4
2024,Hepatitis A,Locality,Arlington,51013,1,0.4
2024,Lyme disease,Locality,Botetourt,51023,3,8.8
2024,Hepatitis A,Locality,Augusta,51015,0,0
2024,Lyme disease,Locality,Brunswick,51025,0,0
2024,Hepatitis A,Locality,Bath,51017,0,0
2024,Lyme disease,Locality,Buchanan,51027,0,0
2024,Hepatitis A,Locality,Bedford,51019,1,1.2
2024,Lyme disease,Locality,Buckingham,51029,4,23.6
2024,Hepatitis A,Locality,Bland,51021,0,0
2024,Lyme disease,Locality,Campbell,51031,11,19.9
2024,Hepatitis A,Locality,Botetourt,51023,1,2.9
2024,Lyme disease,Locality,Caroline,51033,3,9.2
2024,Hepatitis A,Locality,Brunswick,51025,0,0
2024,Lyme disease,Locality,Carroll,51035,61,208.6
2024,Hepatitis A,Locality,Buchanan,51027,0,0
2024,Lyme disease,Locality,Charles City,51036,0,0
2024,Hepatitis A,Locality,Buckingham,51029,0,0
2024,Lyme disease,Locality,Charlotte,51037,5,44.1
2024,Hepatitis A,Locality,Campbell,51031,0,0
2024,Lyme disease,Locality,Chesterfield,51041,9,2.3
2024,Hepatitis A,Locality,Caroline,51033,1,3.1
2024,Lyme disease,Locality,Clarke,51043,22,142.2
2024,Hepatitis A,Locality,Carroll,51035,0,0
2024,Lyme disease,Locality,Craig,51045,3,61.9
2024,Hepatitis A,Locality,Charles City,51036,0,0
2024,Lyme disease,Locality,Culpeper,51047,15,27.3
2024,Hepatitis A,Locality,Charlotte,51037,0,0
2024,Lyme disease,Locality,Cumberland,51049,1,10.1
2024,Hepatitis A,Locality,Chesterfield,51041,1,0.3
2024,Lyme disease,Locality,Dickenson,51051,1,7.3
2024,Hepatitis A,Locality,Clarke,51043,0,0
2024,Lyme disease,Locality,Dinwiddie,51053,1,3.5
2024,Lyme disease,Locality,Essex,51057,0,0
2024,Hepatitis A,Locality,Craig,51045,0,0
2024,Lyme disease,Locality,Fairfax,51059,165,14.4
2024,Hepatitis A,Locality,Culpeper,51047,1,1.8
2024,Lyme disease,Locality,Fauquier,51061,56,74.5
2024,Hepatitis A,Locality,Cumberland,51049,0,0
2024,Lyme disease,Locality,Floyd,51063,26,165.8
2024,Hepatitis A,Locality,Dickenson,51051,0,0
2024,Lyme disease,Locality,Fluvanna,51065,5,17.6
2024,Hepatitis A,Locality,Dinwiddie,51053,1,3.5
2024,Lyme disease,Locality,Franklin County,51067,8,14.4
2024,Hepatitis A,Locality,Essex,51057,0,0
2024,Lyme disease,Locality,Frederick,51069,50,52.1
2024,Hepatitis A,Locality,Fairfax,51059,6,0.5
2024,Hepatitis A,Locality,Fauquier,51061,1,1.3
2024,Lyme disease,Locality,Giles,51071,16,97.2
2024,Hepatitis A,Locality,Floyd,51063,0,0
2024,Lyme disease,Locality,Gloucester,51073,0,0
2024,Hepatitis A,Locality,Fluvanna,51065,0,0
2024,Lyme disease,Locality,Goochland,51075,3,11
2024,Hepatitis A,Locality,Franklin County,51067,0,0
2024,Lyme disease,Locality,Grayson,51077,17,111.2
2024,Hepatitis A,Locality,Frederick,51069,0,0
2024,Lyme disease,Locality,Greene,51079,5,23.5
2024,Hepatitis A,Locality,Giles,51071,0,0
2024,Lyme disease,Locality,Greensville,51081,0,0
2024,Hepatitis A,Locality,Gloucester,51073,0,0
2024,Lyme disease,Locality,Halifax,51083,0,0
2024,Hepatitis A,Locality,Goochland,51075,0,0
2024,Lyme disease,Locality,Hanover,51085,5,4.4
2024,Hepatitis A,Locality,Grayson,51077,0,0
2024,Lyme disease,Locality,Henrico,51087,8,2.4
2024,Campylobacteriosis,Locality,Winchester,51840,5,18.1
2024,Campylobacteriosis,State,Virginia,NA,2286,26.2
2024,Chancroid,Health Planning Region,Central,NA,0,0
2024,Chancroid,Health Planning Region,Eastern,NA,0,0
2024,Chancroid,Health Planning Region,Northern,NA,0,0
2024,Chancroid,Health Planning Region,Northwest,NA,0,0
2024,Chancroid,Health Planning Region,Southwest,NA,0,0
2024,Chancroid,State,Virginia,NA,0,0
2024,Chickenpox (Varicella),Locality,Accomack,51001,1,3
2024,Chickenpox (Varicella),Locality,Albemarle,51003,5,4.3
2024,Chickenpox (Varicella),Locality,Alleghany,51005,0,0
2024,Chickenpox (Varicella),Locality,Amelia,51007,0,0
2024,Chickenpox (Varicella),Locality,Amherst,51009,0,0
2024,Chickenpox (Varicella),Locality,Appomattox,51011,0,0
2024,Chickenpox (Varicella),Locality,Arlington,51013,6,2.6
2024,Chickenpox (Varicella),Locality,Augusta,51015,1,1.3
2024,Chickenpox (Varicella),Locality,Bath,51017,0,0
2024,Chickenpox (Varicella),Locality,Bedford,51019,1,1.2
2024,Chickenpox (Varicella),Locality,Bland,51021,0,0
2024,Chickenpox (Varicella),Locality,Botetourt,51023,1,2.9
2024,Chickenpox (Varicella),Locality,Brunswick,51025,0,0
2024,Chickenpox (Varicella),Locality,Buchanan,51027,0,0
2024,Chickenpox (Varicella),Locality,Buckingham,51029,0,0
2024,Chickenpox (Varicella),Locality,Campbell,51031,0,0
2024,Chickenpox (Varicella),Locality,Caroline,51033,1,3.1
2024,Chickenpox (Varicella),Locality,Carroll,51035,1,3.4
2024,Chickenpox (Varicella),Locality,Charles City,51036,0,0
2024,Chickenpox (Varicella),Locality,Charlotte,51037,0,0
2024,Chickenpox (Varicella),Locality,Chesterfield,51041,3,0.8
2024,Chickenpox (Varicella),Locality,Clarke,51043,0,0
2024,Chickenpox (Varicella),Locality,Craig,51045,0,0
2024,Chickenpox (Varicella),Locality,Culpeper,51047,5,9.1
2024,Chickenpox (Varicella),Locality,Cumberland,51049,0,0
2024,Hepatitis A,Locality,Greene,51079,0,0
2024,Hepatitis A,Locality,Greensville,51081,0,0
2024,Lyme disease,Locality,Henry,51089,7,14.1
2024,Chickenpox (Varicella),Locality,Dickenson,51051,0,0
2024,Hepatitis A,Locality,Halifax,51083,0,0
2024,Lyme disease,Locality,Highland,51091,5,213.8
2024,Chickenpox (Varicella),Locality,Dinwiddie,51053,0,0
2024,Hepatitis A,Locality,Hanover,51085,0,0
2024,Lyme disease,Locality,Isle of Wight,51093,0,0
2024,Chickenpox (Varicella),Locality,Essex,51057,0,0
2024,Hepatitis A,Locality,Henrico,51087,0,0
2024,Chickenpox (Varicella),Locality,Fairfax,51059,45,3.9
2024,Lyme disease,Locality,James City,51095,2,2.4
2024,Hepatitis A,Locality,Henry,51089,0,0
2024,Lyme disease,Locality,King and Queen,51097,0,0
2024,Chickenpox (Varicella),Locality,Fauquier,51061,3,4
2024,Hepatitis A,Locality,Highland,51091,0,0
2024,Lyme disease,Locality,King George,51099,4,14
2024,Chickenpox (Varicella),Locality,Floyd,51063,0,0
2024,Hepatitis A,Locality,Isle of Wight,51093,0,0
2024,Lyme disease,Locality,King William,51101,0,0
2024,Hepatitis A,Locality,James City,51095,0,0
2024,Chickenpox (Varicella),Locality,Fluvanna,51065,1,3.5
2024,Lyme disease,Locality,Lancaster,51103,0,0
2024,Hepatitis A,Locality,King and Queen,51097,0,0
2024,Chickenpox (Varicella),Locality,Franklin County,51067,0,0
2024,Lyme disease,Locality,Lee,51105,2,9.2
2024,Hepatitis A,Locality,King George,51099,1,3.5
2024,Chickenpox (Varicella),Locality,Frederick,51069,1,1
2024,Lyme disease,Locality,Loudoun,51107,156,35.8
2024,Hepatitis A,Locality,King William,51101,0,0
2024,Chickenpox (Varicella),Locality,Giles,51071,0,0
2024,Lyme disease,Locality,Louisa,51109,6,14.6
2024,Hepatitis A,Locality,Lancaster,51103,0,0
2024,Chickenpox (Varicella),Locality,Gloucester,51073,0,0
2024,Lyme disease,Locality,Lunenburg,51111,3,24.9
2024,Hepatitis A,Locality,Lee,51105,0,0
2024,Chickenpox (Varicella),Locality,Goochland,51075,1,3.7
2024,Lyme disease,Locality,Madison,51113,2,14.2
2024,Hepatitis A,Locality,Loudoun,51107,6,1.4
2024,Lyme disease,Locality,Mathews,51115,0,0
2024,Chickenpox (Varicella),Locality,Grayson,51077,0,0
2024,Hepatitis A,Locality,Louisa,51109,0,0
2024,Lyme disease,Locality,Mecklenburg,51117,0,0
2024,Chickenpox (Varicella),Locality,Greene,51079,2,9.4
2024,Hepatitis A,Locality,Lunenburg,51111,0,0
2024,Lyme disease,Locality,Middlesex,51119,0,0
2024,Chickenpox (Varicella),Locality,Greensville,51081,0,0
2024,Hepatitis A,Locality,Madison,51113,0,0
2024,Lyme disease,Locality,Montgomery,51121,69,69.9
2024,Chickenpox (Varicella),Locality,Halifax,51083,1,3
2024,Hepatitis A,Locality,Mathews,51115,0,0
2024,Lyme disease,Locality,Nelson,51125,3,20.4
2024,Chickenpox (Varicella),Locality,Hanover,51085,3,2.6
2024,Hepatitis A,Locality,Mecklenburg,51117,0,0
2024,Lyme disease,Locality,New Kent,51127,2,7.7
2024,Hepatitis A,Locality,Middlesex,51119,0,0
2024,Chickenpox (Varicella),Locality,Henrico,51087,4,1.2
2024,Lyme disease,Locality,Northampton,51131,3,25
2024,Hepatitis A,Locality,Montgomery,51121,1,1
2024,Chickenpox (Varicella),Locality,Henry,51089,0,0
2024,Lyme disease,Locality,Northumberland,51133,0,0
2024,Hepatitis A,Locality,Nelson,51125,0,0
2024,Lyme disease,Locality,Nottoway,51135,2,12.8
2024,Hepatitis A,Locality,New Kent,51127,0,0
2024,Chickenpox (Varicella),Locality,Highland,51091,0,0
2024,Lyme disease,Locality,Orange,51137,7,18.1
2024,Hepatitis A,Locality,Northampton,51131,1,8.3
2024,Chickenpox (Varicella),Locality,Isle of Wight,51093,0,0
2024,Lyme disease,Locality,Page,51139,10,42.1
2024,Hepatitis A,Locality,Northumberland,51133,0,0
2024,Chickenpox (Varicella),Locality,James City,51095,1,1.2
2024,Lyme disease,Locality,Patrick,51141,10,57.1
2024,Hepatitis A,Locality,Nottoway,51135,0,0
2024,Chickenpox (Varicella),Locality,King and Queen,51097,0,0
2024,Lyme disease,Locality,Pittsylvania,51143,1,1.7
2024,Hepatitis A,Locality,Orange,51137,0,0
2024,Chickenpox (Varicella),Locality,King George,51099,1,3.5
2024,Lyme disease,Locality,Powhatan,51145,2,6.2
2024,Hepatitis A,Locality,Page,51139,0,0
2024,Chickenpox (Varicella),Locality,King William,51101,0,0
2024,Lyme disease,Locality,Prince Edward,51147,8,36.3
2024,Hepatitis A,Locality,Patrick,51141,1,5.7
2024,Hepatitis A,Locality,Pittsylvania,51143,0,0
2024,Chickenpox (Varicella),Locality,Lancaster,51103,0,0
2024,Lyme disease,Locality,Prince George,51149,1,2.3
2024,Hepatitis A,Locality,Powhatan,51145,0,0
2024,Lyme disease,Locality,Prince William,51153,37,7.6
2024,Chickenpox (Varicella),Locality,Lee,51105,0,0
2024,Hepatitis A,Locality,Prince Edward,51147,0,0
2024,Lyme disease,Locality,Pulaski,51155,37,109.9
2024,Chickenpox (Varicella),Locality,Loudoun,51107,11,2.5
2024,Hepatitis A,Locality,Prince George,51149,0,0
2024,Lyme disease,Locality,Rappahannock,51157,5,67.4
2024,Chickenpox (Varicella),Locality,Louisa,51109,2,4.9
2024,Lyme disease,Locality,Richmond County,51159,0,0
2024,Hepatitis A,Locality,Prince William,51153,0,0
2024,Chickenpox (Varicella),Locality,Lunenburg,51111,0,0
2024,Hepatitis A,Locality,Pulaski,51155,0,0
2024,Lyme disease,Locality,Roanoke County,51161,14,14.4
2024,Chickenpox (Varicella),Locality,Madison,51113,0,0
2024,Hepatitis A,Locality,Rappahannock,51157,0,0
2024,Lyme disease,Locality,Rockbridge,51163,6,26.8
2024,Lyme disease,Locality,Rockingham,51165,33,38.1
2024,Lyme disease,Locality,Russell,51167,2,7.9
2024,Lyme disease,Locality,Scott,51169,7,32.7
2024,Lyme disease,Locality,Shenandoah,51171,31,68.5
2024,Lyme disease,Locality,Smyth,51173,6,20.5
2024,Lyme disease,Locality,Southampton,51175,0,0
2024,Lyme disease,Locality,Spotsylvania,51177,11,7.4
2024,Lyme disease,Locality,Stafford,51179,6,3.6
2024,Lyme disease,Locality,Surry,51181,0,0
2024,Lyme disease,Locality,Sussex,51183,1,9.3
2024,Lyme disease,Locality,Tazewell,51185,24,61.3
2024,Lyme disease,Locality,Warren,51187,35,83.6
2024,Lyme disease,Locality,Washington,51191,14,25.9
2024,Lyme disease,Locality,Westmoreland,51193,1,5.3
2024,Lyme disease,Locality,Wise,51195,1,2.8
2024,Lyme disease,Locality,Wythe,51197,35,124.5
2024,Lyme disease,Locality,York,51199,1,1.4
2024,Lyme disease,Locality,Alexandria,51510,8,5.2
2024,Lyme disease,Locality,Bristol,51520,2,11.9
2024,Lyme disease,Locality,Buena Vista City,51530,4,60.9
2024,Lyme disease,Locality,Charlottesville,51540,11,24.5
2024,Lyme disease,Locality,Chesapeake,51550,4,1.6
2024,Lyme disease,Locality,Colonial Heights,51570,1,5.4
2024,Lyme disease,Locality,Covington,51580,4,72.1
2024,Lyme disease,Locality,Danville,51590,0,0
2024,Lyme disease,Locality,Emporia,51595,0,0
2024,Lyme disease,Locality,Fairfax City,51600,4,15.9
2024,Lyme disease,Locality,Falls Church,51610,5,34
2024,Lyme disease,Locality,Franklin City,51620,0,0
2024,Lyme disease,Locality,Fredericksburg,51630,3,10.4
2024,Lyme disease,Locality,Galax,51640,8,119.1
2024,Lyme disease,Locality,Hampton,51650,1,0.7
2024,Lyme disease,Locality,Harrisonburg,51660,15,29.4
2024,Lyme disease,Locality,Hopewell,51670,1,4.4
2024,Lyme disease,Locality,Lexington,51678,1,13.3
2024,Lyme disease,Locality,Lynchburg,51680,23,28.9
2024,Lyme disease,Locality,Manassas City,51683,2,4.7
2024,Lyme disease,Locality,Manassas Park,51685,1,6.1
2024,Lyme disease,Locality,Martinsville,51690,1,7.3
2024,Lyme disease,Locality,Newport News,51700,3,1.6
2024,Lyme disease,Locality,Norfolk,51710,4,1.7
2024,Lyme disease,Locality,Norton,51720,0,0
2024,Lyme disease,Locality,Petersburg,51730,1,3
2024,Lyme disease,Locality,Poquoson,51735,0,0
2024,Lyme disease,Locality,Portsmouth,51740,3,3.1
2024,Lyme disease,Locality,Radford,51750,14,82.5
2024,Lyme disease,Locality,Richmond City,51760,4,1.7
2024,Lyme disease,Locality,Roanoke City,51770,4,4.1
2024,Lyme disease,Locality,Salem,51775,4,15.6
2024,Lyme disease,Locality,Staunton,51790,11,42.4
2024,Lyme disease,Locality,Suffolk,51800,0,0
2024,Lyme disease,Locality,Virginia Beach,51810,18,4
2024,Lyme disease,Locality,Waynesboro,51820,3,12.9
2024,Lyme disease,Locality,Williamsburg,51830,1,6.3
2024,Lyme disease,Locality,Winchester,51840,3,10.9
2024,Lyme disease,State,Virginia,NA,1406,16.1
2024,Lymphogranuloma venereum (LGV),Health Planning Region,Central,NA,0,0
2024,Lymphogranuloma venereum (LGV),Health Planning Region,Eastern,NA,0,0
2024,Lymphogranuloma venereum (LGV),Health Planning Region,Northern,NA,0,0
2024,Lymphogranuloma venereum (LGV),Health Planning Region,Northwest,NA,0,0
2024,Lymphogranuloma venereum (LGV),Health Planning Region,Southwest,NA,0,0
2024,Lymphogranuloma venereum (LGV),State,Virginia,NA,0,0
2024,Malaria,Locality,Accomack,51001,1,3
2024,Malaria,Locality,Albemarle,51003,0,0
2024,Malaria,Locality,Alleghany,51005,0,0
2024,Malaria,Locality,Amelia,51007,0,0
2024,Malaria,Locality,Amherst,51009,0,0
2024,Chickenpox (Varicella),Locality,Mathews,51115,0,0
2024,Hepatitis A,Locality,Richmond County,51159,0,0
2024,Chickenpox (Varicella),Locality,Mecklenburg,51117,0,0
2024,Hepatitis A,Locality,Roanoke County,51161,0,0
2024,Chickenpox (Varicella),Locality,Middlesex,51119,0,0
2024,Hepatitis A,Locality,Rockbridge,51163,0,0
2024,Chickenpox (Varicella),Locality,Montgomery,51121,1,1
2024,Hepatitis A,Locality,Rockingham,51165,1,1.2
2024,Chickenpox (Varicella),Locality,Nelson,51125,0,0
2024,Hepatitis A,Locality,Russell,51167,0,0
2024,Chickenpox (Varicella),Locality,New Kent,51127,0,0
2024,Hepatitis A,Locality,Scott,51169,0,0
2024,Chickenpox (Varicella),Locality,Northampton,51131,1,8.3
2024,Hepatitis A,Locality,Shenandoah,51171,0,0
2024,Chickenpox (Varicella),Locality,Northumberland,51133,0,0
2024,Hepatitis A,Locality,Smyth,51173,1,3.4
2024,Hepatitis A,Locality,Southampton,51175,0,0
2024,Chickenpox (Varicella),Locality,Nottoway,51135,0,0
2024,Hepatitis A,Locality,Spotsylvania,51177,2,1.3
2024,Chickenpox (Varicella),Locality,Orange,51137,2,5.2
2024,Hepatitis A,Locality,Stafford,51179,1,0.6
