X,Y,LATITUDE,LONGITUDE,PARAMETERS,OBJECTID,STREAM_NAME,STATION_DESCRIPTION,STATION,SURVEY_PROGRAM_CODES,STA_LV1_CODE,LV1_DESCRIPTION,STA_LV2_CODE,LV2_DESCRIPTION,STA_LV3_CODE,LV3_DESCRIPTION,STA_LV4_CODE,LV4_DESCRIPTION,STA_LV5_CODE,LV5_DESCRIPTION,HUC_12,HUC_12_NAME,VAHU5,VAHU6,DOWNSTREAM_HUC_12,VADEQ_ADMIN_REGION,MONITORING_REGION,STATION_ALIAS,STATION_COMMENT,FIRST_SAMPLE_DATE,LAST_SAMPLE_DATE,SAMPLE_COUNT,FIRST_FISH_DATE,LAST_FISH_DATE,FISH_COUNT,FIRST_BENTHIC_DATE,LAST_BENTHIC_DATE,BENTHIC_N,WQX_DESCRIPTION,WQX_LOCATION
-8676241.6255,4576854.5351,37.981796126,-77.940004609,"HB=Algae_identification, Algal_pigments, Algal_toxins, Chlorophyll, Nutrients, Field_Parameters.",556,Northeast Creek,Northeast Reservoir Near Boat Ramp,8-NTH003.95,HB,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020801060201,South Anna River-Harris Creek,YO-B,YO04,020801060202,Northern,NVRO,,For Microcystin sampling CY24 - jst,07/23/2024,10/08/2024,4,,,,,,,Lake,"A lake is an area filled with water, localized in a basin, that is surrounded by land, apart from any river or other outlet that serves to feed or drain the lake"
-8662357.0982,4591597.5769,38.086111111,-77.815277778,"HB=Algae_identification, Algal_pigments, Algal_toxins, Chlorophyll, Nutrients, Field_Parameters.  RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",557,North Anna River,Lake Anna - Upstream From Rt. 208 Bridge,8-NAR047.69,HB RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,020801060602,North Anna River/Lake Anna-Pigeon Run,YO-F,YO20,020801060603,Northern,NVRO,,Lake Anna Station CY07/08/09/10/11/12/13/14/15/16/17,04/28/2003,11/06/2024,1602,,,,,,,Lake,"A lake is an area filled with water, localized in a basin, that is surrounded by land, apart from any river or other outlet that serves to feed or drain the lake"
-8675875.8732,4595632.1503,38.114632,-77.936719,"HB=Algae_identification, Algal_pigments, Algal_toxins, Chlorophyll, Nutrients, Field_Parameters.  RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",558,North Anna River,Lake Anna - Near Goldmine Creek Confluen,8-NAR058.01,HB RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,020801060403,Gold Mine Creek,YO-D,YO14,020801060404,Northern,NVRO,,CY18 Lake Anna HAB sampline - jst,09/05/2018,12/04/2024,139,,,,,,,Lake,"A lake is an area filled with water, localized in a basin, that is surrounded by land, apart from any river or other outlet that serves to feed or drain the lake"
-8675943.0237,4576814.6744,37.981513889,-77.937322223,"HB=Algae_identification, Algal_pigments, Algal_toxins, Chlorophyll, Nutrients, Field_Parameters.  RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",559,Northeast Creek,Northeast Creek Reservoir - 100' Spillwa,8-NTH003.92,HB RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801060201,South Anna River-Harris Creek,YO-B,YO04,020801060202,Northern,NVRO,,New lake station CY2012 - jst,04/25/2012,10/08/2024,175,,,,,,,Lake,"A lake is an area filled with water, localized in a basin, that is surrounded by land, apart from any river or other outlet that serves to feed or drain the lake"
-8664348.4368,4595264.2727,38.11203189,-77.833166277,"HB=Algae_identification, Algal_pigments, Algal_toxins, Chlorophyll, Nutrients, Field_Parameters.  RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",560,Pamunkey Creek,Lake Anna State Park Beach,8-PMC000.10,HB RL,RESERV,"Station sample at reservoir, man-made body of water",TRGTED,Targeted for special purpose,SSTUDY,Special Study Station,,,,,020801060503,Pamunkey Creek/Lake Anna-Plentiful Creek,YO-E,YO18,020801060602,Northern,NVRO,,Bacteria sampling at Lake Anna via VDH request - jst,06/11/2024,09/18/2024,6,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8671231.7353,4599064.7769,38.138888889,-77.895,"HB=Algae_identification, Algal_pigments, Algal_toxins, Chlorophyll, Nutrients, Field_Parameters.  RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",561,Pamunkey Creek,Lake Annna - Upstream Arm Of Lake,8-PMC007.15,HB RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,020801060501,Pamunkey Creek-Lake Anna-Clear Creek,YO-E,YO16,020801060503,Northern,NVRO,01670209,Lake Anna station Odd years   CY11/13/17   - jst,07/01/2003,12/18/2024,433,,,,,,,Lake,"A lake is an area filled with water, localized in a basin, that is surrounded by land, apart from any river or other outlet that serves to feed or drain the lake"
-8670932.9538,4600397.8546,38.148307,-77.892316,"HB=Algae_identification, Algal_pigments, Algal_toxins, Chlorophyll, Nutrients, Field_Parameters.  RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",562,Terrys Run,Lake Anna - Terry's Run Arm (Rt. 719),8-TRY001.39,HB RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,020801060502,Terrys Run-Lake Anna,YO-E,YO17,020801060503,Northern,NVRO,,Lake Anna station Odd years  CY11/13/17   -  jst,07/01/2003,12/04/2024,229,,,,,,,Lake,"A lake is an area filled with water, localized in a basin, that is surrounded by land, apart from any river or other outlet that serves to feed or drain the lake"
-8781835.6644,4670785.3489,38.643861,-78.888572,"HF=High_frequency_bacteria, Field_Parameters.",563,"Shenandoah River, North Fork",Off Route 815 (Hollow Road),1BNFS096.53,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,020700060106,North Fork Shenandoah River-Runion Creek,PS-K,PS54,020700060301,Valley,VRO,VA-1155,Established as a Probmon site for 2018 monitoring.,01/09/2018,12/05/2018,14,,,,06/18/2018,06/18/2018,2,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8773138.5447,4621628.8743,38.298138889,-78.810444444,"HF=High_frequency_bacteria, Field_Parameters.",564,North River,Route 253 Bridge (Port Republic Road),1BNTH000.18,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020700050606,North River-Mill Creek,PS-F,PS26,020700050801,Valley,VRO,,,07/07/1968,12/09/2024,287,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8746069.3551,4696055.7579,38.820944445,-78.567277777,"HF=High_frequency_bacteria, Field_Parameters.",565,Stony Creek,Rt. 11 Bridge,1BSTY001.22,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020700060403,Stony Creek-Painter Run,PS-N,PS67,020700060501,Valley,VRO,,,04/26/1973,12/19/2022,386,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8752062.0545,4701637.5678,38.86,-78.621111111,"HF=High_frequency_bacteria, Field_Parameters.",566,Stony Creek,Approximately 1.4 Miles Upstream Rt. 682,1BSTY005.85,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020700060403,Stony Creek-Painter Run,PS-N,PS67,020700060501,Valley,VRO,,,07/09/1991,06/05/2001,121,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8605615.0799,4495904.5571,37.406388889,-77.305555555,"HF=High_frequency_bacteria, Field_Parameters.",567,James River,"James River, Off Deep Bottom Landing",2-JMS091.00,HF,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802060106,James River-Curles Creek,JL-A,JL06,020802060201,Piedmont,PRO,,,07/14/1994,10/24/2022,95,10/20/2021,10/20/2021,2,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8620055.6917,4513592.6283,37.5325,-77.435277778,"HF=High_frequency_bacteria, Field_Parameters.",568,James River,North Bank James River Below Fall Zone R,2-JMS110.44,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802050607,James River-Little Westham Creek,JM-U,JM86,020802060101,Piedmont,PRO,,access along pipeline.,11/07/1994,07/30/2024,179,,,,11/07/1994,06/16/2015,41,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8621228.2446,4513845.0279,37.534298,-77.445811,"HF=High_frequency_bacteria, Field_Parameters.",569,James River,"James River, At Tredegar Iron Works",2-JMS111.17,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802050607,James River-Little Westham Creek,JM-U,JM86,020802060101,Piedmont,PRO,,,09/11/1995,07/30/2024,279,10/14/2021,10/17/2024,6,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8622282.0815,4513202.7015,37.529722222,-77.455277778,"HF=High_frequency_bacteria, Field_Parameters.",570,James River,"James River, North Bank Of Belle Isle",2-JMS111.47,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802050607,James River-Little Westham Creek,JM-U,JM86,020802060101,Piedmont,PRO,,,07/14/1994,11/27/2023,241,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8623766.3414,4513046.7348,37.528611111,-77.468611112,"HF=High_frequency_bacteria, Field_Parameters.",571,James River,James River At Texas Avenue Beach,2-JMS112.33,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802050607,James River-Little Westham Creek,JM-U,JM86,020802060101,Piedmont,PRO,,,09/11/1995,08/02/2021,212,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8628534.5881,4516051.1862,37.550012,-77.511445,"HF=High_frequency_bacteria, Field_Parameters.",572,James River,Sta. 1 - Pony Pasture Park At Fall Zone,2-JMS115.29,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802050607,James River-Little Westham Creek,JM-U,JM86,020802060101,Piedmont,PRO,,"Confirm coords.!!! Latlong OK, MSA 1/8/2003",07/14/1994,08/27/2020,336,10/18/2021,10/17/2024,8,10/27/1994,06/16/2015,51,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8643633.4072,4517460.1474,37.560046,-77.64708,"HF=High_frequency_bacteria, Field_Parameters.",573,James River,James River At Robious Landing Park,2-JMS123.23,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802050606,James River-East Branch Tuckahoe Creek,JM-U,JM85,020802050607,Piedmont,PRO,,Foam PReP investigation June 2006,06/13/2006,08/02/2021,16,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8650967.0239,4521538.6951,37.589084,-77.712959,"HF=High_frequency_bacteria, Field_Parameters.",574,James River,"James River At Rt. 652 End, Watkins Ldng",2-JMS127.50,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802050603,James River-Little River,JM-U,JM82,020802050604,Piedmont,PRO,,,06/18/2001,06/29/2021,75,10/12/2021,08/29/2024,5,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8670644.2158,4532275.4495,37.665472223,-77.889722222,"HF=High_frequency_bacteria, Field_Parameters.",575,James River,James River At Rt. 522 Bridge At Maidens,2-JMS140.00,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802050504,James River-Mohawk Creek,JM-T,JM78,020802050601,Piedmont,PRO,,,04/17/1973,06/29/2021,129,10/15/2021,10/10/2024,4,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8684064.3989,4529006.3748,37.642222222,-78.010277778,"HF=High_frequency_bacteria, Field_Parameters.",576,James River,"James R At West View Ramp, End Of Rt 643",2-JMS152.40,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802050403,James River-Picketts Creek,JM-S,JM72,020802050501,Piedmont,PRO,,James Foam station july 2006,07/10/2006,12/20/2022,36,10/07/2021,10/15/2024,3,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8700894.0476,4544166.9781,37.749984597,-78.161461085,"HF=High_frequency_bacteria, Field_Parameters.",577,James River,"James River At Rt. 690, Colombia, Va",2-JMS166.50,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802050401,James River-Hooper Rock Creek,JM-S,JM62,020802050403,Piedmont,PRO,,"HAB Anabaena station October 2005; Watershed code added by JVP 6/26/07",10/07/2005,12/20/2022,40,10/04/2021,08/27/2024,4,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8861755.9344,4520354.3507,37.580653,-79.606508,"HF=High_frequency_bacteria, Field_Parameters.",578,James River,James River Near Alpine Landing Above Na,2-JMS298.70,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,FISH,Fish Tissue Collection Station,,,,,020802011503,James River-Roaring Run,JU-O,JU58,020802011505,Blue Ridge,BRRO,,,05/10/2022,07/13/2022,11,10/15/2019,10/15/2024,4,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8869689.6498,4513241.6935,37.53,-79.677777778,"HF=High_frequency_bacteria, Field_Parameters.",579,James River,Rt. 11 Bridge At Buchanan,2-JMS309.13,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802011501,James River-Purgatory Creek,JU-O,JU56,020802011503,Blue Ridge,BRRO,,,09/25/1967,11/21/2024,211,08/11/2017,10/07/2024,5,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8876897.0549,4515774.4433,37.548041,-79.742523,"HF=High_frequency_bacteria, Field_Parameters.",580,James River,Rt 630 Springwood Boat Ramp,2-JMS313.85,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802011402,James River-Hickory Hollow Branch,JU-N,JU54,020802011501,Blue Ridge,BRRO,,,01/14/2009,07/13/2022,51,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8885043.4153,4544231.6566,37.750444,-79.815703,"HF=High_frequency_bacteria, Field_Parameters.",581,James River,Glen Wilton Boat Ramp,2-JMS342.43,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802010901,James River-Big Creek,JU-I,JU37,020802010904,Blue Ridge,BRRO,,,05/10/2022,07/13/2022,11,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8755092.4184,4541705.6504,37.7325,-78.648333333,"HF=High_frequency_bacteria, Field_Parameters.",582,Rockfish River,"Rt. 626 Bridge, Howardsville",2-RKF000.19,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802031003,Rockfish River-Beaver Creek,JM-J,JM41,020802031101,Valley,VRO,,,04/17/1979,12/06/2022,305,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8758864.9123,4547259.1162,37.771944444,-78.682222223,"HF=High_frequency_bacteria, Field_Parameters.",583,Rockfish River,Rt. 722 Bridge,2-RKF007.28,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802031002,Rockfish River-Dutch Creek,JM-J,JM40,020802031003,Valley,VRO,,,07/16/2001,12/06/2022,39,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8774542.4072,4561077.4153,37.87,-78.823055555,"HF=High_frequency_bacteria, Field_Parameters.",584,Rockfish River,Rt. 634 Bridge,2-RKF026.42,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030903,Rockfish River-Buck Creek,JM-I,JM38,020802031002,Valley,VRO,,H16,04/28/1999,12/09/2024,137,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8677296.6438,4533839.3117,37.676592,-77.949482,"HF=High_frequency_bacteria, Field_Parameters.",585,"James River, Middle",James River At Powhatan State Park Ramp,2BJMS144.63,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,020802050501,James River-Solomons Creek,JM-T,JM75,020802050504,Piedmont,PRO,,2018 PA station,01/22/2018,12/17/2018,14,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8773984.4121,4525164.4855,37.614889,-78.818043,"HF=High_frequency_bacteria, Field_Parameters.",586,"James River, Middle",Main Boat Ramp At James River State Park,2BJMS221.84,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802030802,James River-Alabama Creek,JM-H,JM20,020802030803,Valley,BRRO,,,01/12/2016,07/06/2022,32,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8775253.5656,4514138.5659,37.536389,-78.829444,"HF=High_frequency_bacteria, Field_Parameters.",587,"James River, Middle",Rt. 60 At Bent Creek,2BJMS229.14,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,GAGE,Station with stream gage,DEACT,Used to indicate TREND sampling at station discontinued,020802030802,James River-Alabama Creek,JM-H,JM20,020802030803,Valley,BRRO,,Gage# 02026000,09/25/1967,07/06/2022,570,09/11/2024,09/11/2024,3,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8798770.142,4497719.5379,37.419339,-79.040697,"HF=High_frequency_bacteria, Field_Parameters.",588,"James River, Middle",James River @ Joshua Falls Boat Ramp,2BJMS248.90,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,,,020802030401,James River-Archer Creek,JM-D,JM13,020802030402,Blue Ridge,BRRO,,,01/18/2017,11/12/2024,49,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8809462.713,4497266.6782,37.416108,-79.13675,"HF=High_frequency_bacteria, Field_Parameters.",589,"James River, Middle",James R. At Riveredge Park,2BJMS259.12,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030305,James River-Opossum Creek,JM-C,JM11,020802030401,Blue Ridge,BRRO,,,05/14/2020,07/06/2022,20,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8818921.4188,4507928.4338,37.492139,-79.221719,"HF=High_frequency_bacteria, Field_Parameters.",590,"James River, Middle",James R. At Monacan Park Boat Ramp,2BJMS267.05,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030301,James River-Judith Creek,JM-C,JM07,020802030305,Blue Ridge,BRRO,,,05/14/2020,07/06/2022,20,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8837777.7161,4522580.1468,37.596497,-79.391108,"HF=High_frequency_bacteria, Field_Parameters.",591,"James River, Middle",James R. At At Crossing,2BJMS282.98,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802030101,James River-Otter Creek,JM-A,JM01,020802030103,Blue Ridge,BRRO,,,05/14/2020,07/06/2022,20,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8843811.0098,4526401.6589,37.623692,-79.445306,"HF=High_frequency_bacteria, Field_Parameters.",592,"James River, Middle",James R. At Locher Landing Canoe Ramp,2BJMS287.57,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802011505,James River-Elk Creek,JU-O,JU60,020802030101,Valley,BRRO,,,05/14/2020,07/06/2022,20,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8582414.3217,4483271.3015,37.31618705,-77.097139598,"HF=High_frequency_bacteria, Field_Parameters.",593,"James River, Lower","Willcox Wharf, End Of Rt. 618",2CJMS067.04,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802060205,James River-Flowerdew Hundred Creek,JL-B,JL11,020802060302,Piedmont,PRO,,,02/28/2002,12/15/2022,24,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8613529.9452,4492492.8667,37.38204,-77.376656,"HF=High_frequency_bacteria, Field_Parameters.",594,"James River, Lower",Dutch Gap Boat Landing,2CJMS097.40,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802060106,James River-Curles Creek,JL-A,JL06,020802060201,Piedmont,PRO,,,03/11/2002,10/24/2022,12,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8599309.7708,4494193.4669,37.394178,-77.248914,"HF=High_frequency_bacteria, Field_Parameters.",595,Turkey Island Creek,"Turkey Island Cr At Park, Ds Of Rt. 5",2CTIC001.26,HF,ESTURY,Station sample at estuary (freshwater mix with saltwater),AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802060105,Turkey Island Creek,JL-A,JL05,020802060106,Piedmont,PRO,,Station established at Henrico County public canoe launch for bacteria sampling on tidal Turkey Island Creek - mwc 8/18/22,08/22/2022,10/24/2022,10,,,,,,,Estuary,"a partially enclosed coastal body of brackish water with one or more rivers or streams flowing into it, and with a free connection to the open sea Estuaries form a transition zone between river environments and maritime environments. The sea water entering the estuary is diluted by the fresh water flowing from rivers and streams."
-8682543.0325,4647271.7471,38.478694445,-77.996611111,"HF=High_frequency_bacteria, Field_Parameters.",596,Balds Run,Colonel Jameson Blvd,3-BLS000.08,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,TMDL,Total Maximum Daily Load Station,,,,,020801030501,Mountain Run-Hiders Branch,RA-E,RA19,020801030503,Northern,NVRO,,PCB TMDL station CY15 - jst,07/09/2015,07/11/2018,4,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8665684.3141,4648709.644,38.488805556,-77.845166667,"HF=High_frequency_bacteria, Field_Parameters.",597,Flat Run,Rt. # 675  (Thoms Rd),3-FLA001.93,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801030503,Mountain Run-Flat Run,RA-E,RA21,020801030603,Northern,NVRO,,"Water shed station fy06;  watershed station CY11/12  -  jst
TMDL biomonitoring station CY19 - BDS",10/20/2005,09/24/2020,36,,,,05/02/2019,09/24/2020,8,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8696340.4649,4654886.2051,38.532222222,-78.120555555,"HF=High_frequency_bacteria, Field_Parameters.",598,Hazel River,Rt. # 522  (Sperryville Pike),3-HAZ026.16,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,TMDL,Total Maximum Daily Load Station,,,,,020801030403,Hazel River-Devils Run,RA-D,RA10,020801030405,Northern,NVRO,,"TMDL station FY05
Biomonitoring stations CY22  - jst",10/27/1974,10/16/2023,53,,,,03/16/2022,10/16/2023,9,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8671908.9289,4645727.4175,38.467833334,-77.901083333,"HF=High_frequency_bacteria, Field_Parameters.",599,Jonas Run,Rt. # 663 (Stevensburg Rd),3-JOA000.80,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801030502,Jonas Run,RA-E,RA20,020801030503,Northern,NVRO,,"watershed station fy06, CY09/10 - jst
TMDL biomonitoring station CY19 - BDS",07/22/1981,09/24/2020,42,,,,03/18/2019,09/24/2020,8,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8662190.1189,4644676.9323,38.460444444,-77.813777778,"HF=High_frequency_bacteria, Field_Parameters.",600,Mountain Run,Rt. 672 (Stones Mill Rd),3-MTN005.79,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020801030503,Mountain Run-Flat Run,RA-E,RA21,020801030603,Northern,NVRO,,"TMDL station CY13, CY18 - jst
TMDL biomonitoring station CY18/19 - BDS",05/07/2013,09/30/2020,29,06/02/2023,06/02/2023,2,04/10/2018,11/07/2019,8,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8671878.0068,4643673.938,38.453388889,-77.900805555,"HF=High_frequency_bacteria, Field_Parameters.",601,Mountain Run,Rt. # 663 (Stevensburg Rd),3-MTN014.88,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801030501,Mountain Run-Hiders Branch,RA-E,RA19,020801030503,Northern,NVRO,,"Watershed station FY06, CY08; TMDL CY13, CY18   -  jst
TMDL biomonitoring station CY18/19 - BDS",08/04/2005,09/30/2020,48,06/01/2023,06/01/2023,2,03/13/2018,09/03/2019,10,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8681488.5895,4647141.3982,38.477777778,-77.987138889,"HF=High_frequency_bacteria, Field_Parameters.",602,Mountain Run,Old Brandy Rd,3-MTN022.01,HF,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,TMDL,Total Maximum Daily Load Station,,,,,020801030501,Mountain Run-Hiders Branch,RA-E,RA19,020801030503,Northern,NVRO,,"TMDL station, PCB CY14/15- jst",07/02/2014,09/30/2015,7,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
